acceptance_rate,success_count,early_rejection_count,place_failure_count,route_failure_count,r2c_ratio,time_r2c_ratio,total_cost,total_revenue,total_time_revenue,total_time_cost,total_simulation_time,long_term_aver_revenue,long_term_aver_cost,long_term_aver_r2c_ratio,long_term_aver_time_revenue,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,cumulative_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.838,838,0,0,162,0.47207820690141955,0.4697726728765647,595037,280904,279617411.3793361,595218554.6833779,24948.0,11.259579926246593,23.851090267756934,23.851090267756934,11208.009114130837,13621,1964,11146,40,0,grc_rank,,dataset/p_net/100-waxman_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-ltc_[0.0-1.0],dataset/v_nets/1000-[2-10]-random-1000-0.04-cpu_[0-50]-bw_[0-50],GeminiLight-MacBookPro.local-20221125T001037,20221125T001037,22.639473915100098
