rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,train/clip_fraction,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/n_updates
76.211086,29,852.0,2048,69,1,,,,,,,,,,
76.6458085,61,857.75,4096,66,2,0.068408203125,0.1053871288895607,0.38728938847780225,0.0003,-0.005759596824645996,-0.008901599509408697,0.2,0.014525486,-2.866451159119606,10
74.180344,92,851.2857142857143,6144,66,3,0.08271484375,0.19993670284748077,0.4319945428520441,0.0003,0.07141804695129395,-0.008215505309635773,0.2,0.012121901,-2.840922573208809,20
75.95046077777778,123,853.1111111111111,8192,66,4,0.111083984375,0.13695870339870453,0.4125540260225534,0.0003,0.08125859498977661,-0.010911370918620378,0.2,0.014555255,-2.81049622297287,30
77.3849869090909,154,857.1818181818181,10240,66,5,0.1671875,0.17790621519088745,0.5160978157073259,0.0003,0.09866249561309814,-0.017539272381691264,0.2,0.015050077,-2.7792940557003023,40
77.91275142857141,188,858.7857142857143,12288,65,6,0.11220703125,0.14339092373847961,0.5000914294272661,0.0003,0.06686758995056152,-0.009804318484384567,0.2,0.013448032,-2.7560376465320586,50
79.01859775,219,860.8125,14336,65,7,0.120556640625,0.22334255278110504,0.5452218629419804,0.0003,0.08836543560028076,-0.01262127723894082,0.2,0.014655796,-2.7511678874492644,60
80.35895594736843,250,861.5263157894736,16384,65,8,0.071728515625,0.26305973529815674,0.5967597484588623,0.0003,0.12411630153656006,-0.00704833387862891,0.2,0.011296809,-2.7260827869176865,70
81.39349628571429,281,863.0,18432,65,9,0.08955078125,0.2849702537059784,0.8076184883713722,0.0003,0.03190779685974121,-0.00849812570377253,0.2,0.012219997,-2.7266549170017242,80
81.71245626086957,315,863.9565217391304,20480,64,10,0.097705078125,0.36764416098594666,0.6408982008695603,0.0003,0.15061187744140625,-0.00755239233840257,0.2,0.012005303,-2.7184028327465057,90
82.56557288461539,346,864.9615384615385,22528,64,11,0.0796875,0.2730148434638977,0.6796698644757271,0.0003,-0.08725559711456299,-0.007116980035789311,0.2,0.010076341,-2.7012989461421966,100
82.95128010714286,377,865.1071428571429,24576,65,12,0.1169921875,0.39811569452285767,0.8215301834046841,0.0003,0.056650519371032715,-0.011322882841341197,0.2,0.01290132,-2.67974391579628,110
83.30239793333334,409,864.7666666666667,26624,65,13,0.098193359375,0.3940443992614746,0.7584527388215065,0.0003,0.10246145725250244,-0.008802738110534846,0.2,0.01263229,-2.6473028630018236,120
83.7467907878788,441,865.1515151515151,28672,64,14,0.106005859375,0.5159618854522705,0.7490449480712413,0.0003,0.06033647060394287,-0.008690341690089554,0.2,0.01379108,-2.625852292776108,130
83.94043542857143,473,865.6,30720,64,15,0.06484375,0.46128731966018677,0.9106115259230136,0.0003,0.017049193382263184,-0.00591437874827534,0.2,0.01007579,-2.639202004671097,140
84.12003740540541,504,866.2972972972973,32768,64,16,0.1017578125,0.31479716300964355,0.7523323811590672,0.0003,0.10182076692581177,-0.007834388047922403,0.2,0.012296778,-2.6413371354341506,150
84.753115425,536,867.25,34816,64,17,0.04677734375,0.37831026315689087,0.87237948179245,0.0003,0.09368699789047241,-0.0053685862279962745,0.2,0.009310061,-2.655883029103279,160
84.85491250000001,568,867.047619047619,36864,64,18,0.098046875,0.4957656264305115,1.176598858833313,0.0003,0.149583101272583,-0.008413434267276898,0.2,0.011891836,-2.6390937715768814,170
85.06784965909092,600,867.3181818181819,38912,64,19,0.102294921875,0.2953858971595764,0.9247666716575622,0.0003,0.17159658670425415,-0.009177425119560212,0.2,0.0119752865,-2.6574067145586016,180
85.57509478723405,630,868.0425531914893,40960,64,20,0.09677734375,0.4868510961532593,0.8238669391721487,0.0003,0.15005338191986084,-0.0090937836735975,0.2,0.011570607,-2.6599498361349108,190
85.67119736734695,662,868.204081632653,43008,64,21,0.11083984375,0.5675791501998901,1.0666176915168761,0.0003,0.05751073360443115,-0.007297645916696638,0.2,0.011161209,-2.5998975574970244,200
85.9387337254902,693,868.0,45056,64,22,0.110546875,0.3713240623474121,0.9486816734075546,0.0003,0.0291978120803833,-0.007333471643505618,0.2,0.009653941,-2.576880860328674,210
86.3938291851852,725,868.6296296296297,47104,64,23,0.0755859375,0.36870354413986206,1.0088314525783062,0.0003,0.04038625955581665,-0.005763601767830551,0.2,0.009271064,-2.564290353655815,220
86.75840664285714,756,869.0357142857143,49152,64,24,0.110595703125,0.6705666184425354,1.1739823933690787,0.0003,0.08640819787979126,-0.00784873288939707,0.2,0.01116996,-2.491884562373161,230
86.85052567241378,788,868.8793103448276,51200,64,25,0.0904296875,0.36749935150146484,0.9872344605624676,0.0003,-0.18299484252929688,-0.00814833918120712,0.2,0.010101855,-2.489110842347145,240
87.12366144262293,820,869.344262295082,53248,64,26,0.1412109375,0.4112423062324524,0.9973288133740426,0.0003,0.08669108152389526,-0.013480853923829273,0.2,0.011454351,-2.4521348029375076,250
87.33395546031744,850,869.5238095238095,55296,64,27,0.094580078125,0.5345170497894287,1.173097061365843,0.0003,0.10780215263366699,-0.008032753213774413,0.2,0.009851223,-2.4232854038476943,260
87.71387893846155,881,869.9076923076923,57344,65,28,0.0958984375,0.4209620952606201,1.112195572257042,0.0003,0.15933245420455933,-0.009305628947913647,0.2,0.011598282,-2.401190161705017,270
