vn_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,vn_id,node_slots,edge_paths,vn_cost,vn_revenue,vn_rc_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,result,info,place_result,route_result,early_rejection
189,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,368,1,40386,7351,33035,188,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
190,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,369,1,40386,7351,33035,189,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
190,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,370,0,41047,7556,33491,179,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
190,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,371,0,41047,7556,33491,181,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
191,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,372,1,41047,7556,33491,190,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
191,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,373,0,41047,7556,33491,180,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
191,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,374,0,41047,7556,33491,190,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
192,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,375,1,41047,7556,33491,191,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
192,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,376,0,41047,7556,33491,188,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
192,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,377,0,41047,7556,33491,191,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
193,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,378,1,41047,7556,33491,192,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
194,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,379,1,41047,7556,33491,193,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
194,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,380,0,41047,7556,33491,184,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
195,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,381,1,41047,7556,33491,194,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
195,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,382,0,41047,7556,33491,194,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
195,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,383,0,41047,7556,33491,193,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
196,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,384,1,41047,7556,33491,195,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
197,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,385,1,41047,7556,33491,196,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
198,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,386,1,41047,7556,33491,197,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
198,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,387,0,41047,7556,33491,196,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
199,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,388,1,41047,7556,33491,198,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
200,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,389,1,41047,7556,33491,199,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
200,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,390,0,41047,7556,33491,187,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
200,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,391,0,41047,7556,33491,198,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
200,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,392,0,41047,7556,33491,199,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
201,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,393,1,41047,7556,33491,200,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
202,24,13,8800,11298,3505340.0354627254,4418677.508197774,16,394,1,41047,7556,33491,201,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
203,25,14,8903,11401,3523109.9436384123,4436447.416373461,16,395,1,40944,7489,33455,202,"{1: 57, 0: 0}","{(0, 1): [0, 57]}",103,103,1.0,17769.90817568662,17769.90817568662,172.52338034647207,True,Success,True,True,False
204,25,14,8903,11401,3523109.9436384123,4436447.416373461,16,396,1,40944,7489,33455,203,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
204,25,14,8903,11401,3523109.9436384123,4436447.416373461,16,397,0,40944,7489,33455,189,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
204,25,14,8903,11401,3523109.9436384123,4436447.416373461,16,398,0,40944,7489,33455,203,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
204,25,13,8903,11401,3523109.9436384123,4436447.416373461,16,399,0,41052,7561,33491,186,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
205,25,13,8903,11401,3523109.9436384123,4436447.416373461,16,400,1,41052,7561,33491,204,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
205,25,13,8903,11401,3523109.9436384123,4436447.416373461,16,401,0,41052,7561,33491,197,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
206,26,14,9426,12262,3816734.540644942,4919833.225212126,16,402,1,40191,7282,32909,205,"{2: 6, 0: 17, 5: 11, 4: 18, 1: 0, 6: 8, 3: 14}","{(0, 1): [17, 11, 0], (0, 2): [17, 6], (0, 6): [17, 6, 8], (1, 2): [0, 11, 17, 6], (2, 4): [6, 18], (2, 5): [6, 8, 18, 11], (3, 5): [14, 17, 11], (4, 6): [18, 11, 57, 0, 16, 8]}",861,523,0.6074332171893148,483385.8088386654,293624.5970065296,341.0274065116488,True,Success,True,True,False
207,26,14,9426,12262,3816734.540644942,4919833.225212126,16,403,1,40191,7282,32909,206,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
208,26,14,9426,12262,3816734.540644942,4919833.225212126,16,404,1,40191,7282,32909,207,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
208,26,14,9426,12262,3816734.540644942,4919833.225212126,16,405,0,40294,7349,32945,202,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
208,26,14,9426,12262,3816734.540644942,4919833.225212126,16,406,0,40294,7349,32945,207,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
209,26,14,9426,12262,3816734.540644942,4919833.225212126,16,407,1,40294,7349,32945,208,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
210,26,14,9426,12262,3816734.540644942,4919833.225212126,16,408,1,40294,7349,32945,209,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
211,26,14,9426,12262,3816734.540644942,4919833.225212126,16,409,1,40294,7349,32945,210,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
211,26,14,9426,12262,3816734.540644942,4919833.225212126,16,410,0,40294,7349,32945,208,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
212,26,14,9426,12262,3816734.540644942,4919833.225212126,16,411,1,40294,7349,32945,211,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
212,26,14,9426,12262,3816734.540644942,4919833.225212126,16,412,0,40294,7349,32945,195,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
213,26,14,9426,12262,3816734.540644942,4919833.225212126,16,413,1,40294,7349,32945,212,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
214,26,14,9426,12262,3816734.540644942,4919833.225212126,16,414,1,40294,7349,32945,213,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
214,26,14,9426,12262,3816734.540644942,4919833.225212126,16,415,0,40294,7349,32945,211,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
214,26,14,9426,12262,3816734.540644942,4919833.225212126,16,416,0,40294,7349,32945,212,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
214,26,13,9426,12262,3816734.540644942,4919833.225212126,16,417,0,40294,7349,32945,200,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
215,26,13,9426,12262,3816734.540644942,4919833.225212126,16,418,1,40294,7349,32945,214,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
216,26,13,9426,12262,3816734.540644942,4919833.225212126,16,419,1,40294,7349,32945,215,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
216,26,12,9426,12262,3816734.540644942,4919833.225212126,16,420,0,40294,7349,32945,213,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
217,26,12,9426,12262,3816734.540644942,4919833.225212126,16,421,1,40294,7349,32945,216,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
217,26,12,9426,12262,3816734.540644942,4919833.225212126,16,422,0,40294,7349,32945,183,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
218,26,12,9426,12262,3816734.540644942,4919833.225212126,16,423,1,40294,7349,32945,217,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
218,26,12,9426,12262,3816734.540644942,4919833.225212126,16,424,0,40294,7349,32945,206,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
219,26,12,9426,12262,3816734.540644942,4919833.225212126,16,425,1,40294,7349,32945,218,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
220,26,12,9426,12262,3816734.540644942,4919833.225212126,16,426,1,40294,7349,32945,219,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
221,26,12,9426,12262,3816734.540644942,4919833.225212126,16,427,1,40294,7349,32945,220,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
221,26,12,9426,12262,3816734.540644942,4919833.225212126,16,428,0,40294,7349,32945,209,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
221,26,12,9426,12262,3816734.540644942,4919833.225212126,16,429,0,41155,7628,33527,205,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
222,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,430,1,40257,7361,32896,221,"{3: 6, 1: 18, 6: 11, 4: 17, 0: 8, 2: 0, 5: 19}","{(0, 1): [8, 18], (0, 3): [8, 6], (0, 6): [8, 6, 17, 11], (1, 3): [18, 6], (1, 4): [18, 17], (1, 6): [18, 11], (2, 3): [0, 11, 17, 6], (2, 4): [0, 11, 18, 17], (3, 4): [6, 14, 17], (3, 5): [6, 13, 19], (5, 6): [19, 11]}",898,638,0.7104677060133631,474439.125817301,337073.67736240313,375.3604424971082,True,Success,True,True,False
222,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,431,0,40257,7361,32896,220,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
222,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,432,0,40257,7361,32896,192,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
222,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,433,0,40257,7361,32896,214,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
222,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,434,0,40257,7361,32896,216,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
223,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,435,1,40257,7361,32896,222,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
223,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,436,0,40257,7361,32896,217,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
224,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,437,1,40257,7361,32896,223,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
224,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,438,0,40257,7361,32896,201,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
225,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,439,1,40257,7361,32896,224,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
226,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,440,1,40257,7361,32896,225,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
227,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,441,1,40257,7361,32896,226,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
228,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,442,1,40257,7361,32896,227,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
229,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,443,1,40257,7361,32896,228,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
230,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,444,1,40257,7361,32896,229,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
230,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,445,0,40257,7361,32896,226,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
231,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,446,1,40257,7361,32896,230,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
231,27,13,10064,13160,4153808.2180073448,5394272.351029427,16,447,0,40257,7361,32896,229,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
232,28,14,10332,13514,4183527.682149222,5433528.658142205,16,448,1,39903,7225,32678,231,"{0: 11, 1: 57, 3: 6, 2: 19}","{(0, 1): [11, 57], (0, 3): [11, 17, 6], (1, 2): [57, 11, 19], (2, 3): [19, 18, 6]}",354,268,0.7570621468926554,39256.30711277858,29719.46414187757,83.95328853637731,True,Success,True,True,False
232,28,14,10332,13514,4183527.682149222,5433528.658142205,16,449,0,39903,7225,32678,222,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
232,28,14,10332,13514,4183527.682149222,5433528.658142205,16,450,0,39903,7225,32678,230,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
232,28,14,10332,13514,4183527.682149222,5433528.658142205,16,451,0,39903,7225,32678,228,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,14,10332,13514,4183527.682149222,5433528.658142205,16,452,1,39903,7225,32678,232,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
233,28,14,10332,13514,4183527.682149222,5433528.658142205,16,453,0,40257,7361,32896,231,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,14,10332,13514,4183527.682149222,5433528.658142205,16,454,0,40257,7361,32896,219,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,13,10332,13514,4183527.682149222,5433528.658142205,16,455,0,41155,7628,33527,221,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,13,10332,13514,4183527.682149222,5433528.658142205,16,456,0,41155,7628,33527,153,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,13,10332,13514,4183527.682149222,5433528.658142205,16,457,0,41155,7628,33527,227,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
233,28,13,10332,13514,4183527.682149222,5433528.658142205,16,458,0,41155,7628,33527,218,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
234,28,13,10332,13514,4183527.682149222,5433528.658142205,16,459,1,41155,7628,33527,233,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
235,29,14,10423,13605,4207569.173930263,5457570.149923246,16,460,1,41064,7559,33505,234,"{0: 57, 1: 22}","{(0, 1): [57, 22]}",91,91,1.0,24041.491781040702,24041.491781040702,264.19221737407366,True,Success,True,True,False
236,30,15,11102,14464,4341051.462914491,5626438.023616106,16,461,1,40205,7256,32949,235,"{5: 6, 4: 17, 2: 18, 6: 11, 3: 8, 1: 0, 7: 19, 0: 13}","{(0, 4): [13, 6, 17], (0, 5): [13, 6], (1, 3): [0, 16, 8], (1, 4): [0, 11, 17], (1, 6): [0, 11], (2, 3): [18, 8], (2, 5): [18, 6], (2, 7): [18, 19], (3, 4): [8, 6, 17], (4, 5): [17, 6], (5, 6): [6, 13, 19, 11], (6, 7): [11, 19]}",859,679,0.7904540162980209,168867.87369285972,133482.2889842279,155.3926530666215,True,Success,True,True,False
236,30,15,11102,14464,4341051.462914491,5626438.023616106,16,462,0,40205,7256,32949,232,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
237,30,15,11102,14464,4341051.462914491,5626438.023616106,16,463,1,40205,7256,32949,236,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
237,30,14,11102,14464,4341051.462914491,5626438.023616106,16,464,0,40205,7256,32949,233,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
237,30,14,11102,14464,4341051.462914491,5626438.023616106,16,465,0,41064,7559,33505,235,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
237,30,14,11102,14464,4341051.462914491,5626438.023616106,16,466,0,41155,7628,33527,234,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
237,30,14,11102,14464,4341051.462914491,5626438.023616106,16,467,0,41155,7628,33527,224,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
238,30,14,11102,14464,4341051.462914491,5626438.023616106,16,468,1,41155,7628,33527,237,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
239,30,14,11102,14464,4341051.462914491,5626438.023616106,16,469,1,41155,7628,33527,238,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
240,30,14,11102,14464,4341051.462914491,5626438.023616106,16,470,1,41155,7628,33527,239,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
240,30,14,11102,14464,4341051.462914491,5626438.023616106,16,471,0,41155,7628,33527,215,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
240,30,14,11102,14464,4341051.462914491,5626438.023616106,16,472,0,41155,7628,33527,210,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
241,30,14,11102,14464,4341051.462914491,5626438.023616106,16,473,1,41155,7628,33527,240,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
241,30,14,11102,14464,4341051.462914491,5626438.023616106,16,474,0,41155,7628,33527,225,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
241,30,14,11102,14464,4341051.462914491,5626438.023616106,16,475,0,41155,7628,33527,240,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
242,31,15,11205,14567,4402064.628980866,5687451.189682481,16,476,1,41052,7564,33488,241,"{1: 0, 0: 57}","{(0, 1): [57, 0]}",103,103,1.0,61013.16606637491,61013.16606637491,592.3608355958729,True,Success,True,True,False
243,31,15,11205,14567,4402064.628980866,5687451.189682481,16,477,1,41052,7564,33488,242,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
243,31,15,11205,14567,4402064.628980866,5687451.189682481,16,478,0,41052,7564,33488,242,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
244,31,15,11205,14567,4402064.628980866,5687451.189682481,16,479,1,41052,7564,33488,243,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
244,31,15,11205,14567,4402064.628980866,5687451.189682481,16,480,0,41052,7564,33488,236,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
245,31,15,11205,14567,4402064.628980866,5687451.189682481,16,481,1,41052,7564,33488,244,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
246,31,15,11205,14567,4402064.628980866,5687451.189682481,16,482,1,41052,7564,33488,245,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
246,31,15,11205,14567,4402064.628980866,5687451.189682481,16,483,0,41052,7564,33488,238,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
247,31,15,11205,14567,4402064.628980866,5687451.189682481,16,484,1,41052,7564,33488,246,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
248,31,15,11205,14567,4402064.628980866,5687451.189682481,16,485,1,41052,7564,33488,247,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
249,31,15,11205,14567,4402064.628980866,5687451.189682481,16,486,1,41052,7564,33488,248,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
249,31,15,11205,14567,4402064.628980866,5687451.189682481,16,487,0,41052,7564,33488,248,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
249,31,15,11205,14567,4402064.628980866,5687451.189682481,16,488,0,41052,7564,33488,223,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
249,31,15,11205,14567,4402064.628980866,5687451.189682481,16,489,0,41052,7564,33488,243,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
249,31,15,11205,14567,4402064.628980866,5687451.189682481,16,490,0,41052,7564,33488,204,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
250,31,15,11205,14567,4402064.628980866,5687451.189682481,16,491,1,41052,7564,33488,249,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
250,31,15,11205,14567,4402064.628980866,5687451.189682481,16,492,0,41052,7564,33488,249,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
250,31,15,11205,14567,4402064.628980866,5687451.189682481,16,493,0,41052,7564,33488,239,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
250,31,15,11205,14567,4402064.628980866,5687451.189682481,16,494,0,41052,7564,33488,244,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
250,31,15,11205,14567,4402064.628980866,5687451.189682481,16,495,0,41052,7564,33488,237,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
251,31,15,11205,14567,4402064.628980866,5687451.189682481,16,496,1,41052,7564,33488,250,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
251,31,15,11205,14567,4402064.628980866,5687451.189682481,16,497,0,41155,7628,33527,241,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
252,31,15,11205,14567,4402064.628980866,5687451.189682481,16,498,1,41155,7628,33527,251,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
252,31,15,11205,14567,4402064.628980866,5687451.189682481,16,499,0,41155,7628,33527,247,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
252,31,15,11205,14567,4402064.628980866,5687451.189682481,16,500,0,41155,7628,33527,251,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
252,31,15,11205,14567,4402064.628980866,5687451.189682481,16,501,0,41155,7628,33527,250,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
253,31,15,11205,14567,4402064.628980866,5687451.189682481,16,502,1,41155,7628,33527,252,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
254,31,15,11205,14567,4402064.628980866,5687451.189682481,16,503,1,41155,7628,33527,253,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
255,31,15,11205,14567,4402064.628980866,5687451.189682481,16,504,1,41155,7628,33527,254,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
255,31,15,11205,14567,4402064.628980866,5687451.189682481,16,505,0,41155,7628,33527,252,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
255,31,14,11205,14567,4402064.628980866,5687451.189682481,16,506,0,41155,7628,33527,245,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
256,31,14,11205,14567,4402064.628980866,5687451.189682481,16,507,1,41155,7628,33527,255,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
257,31,14,11205,14567,4402064.628980866,5687451.189682481,16,508,1,41155,7628,33527,256,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
257,31,14,11205,14567,4402064.628980866,5687451.189682481,16,509,0,41155,7628,33527,256,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
258,31,14,11205,14567,4402064.628980866,5687451.189682481,16,510,1,41155,7628,33527,257,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
259,31,14,11205,14567,4402064.628980866,5687451.189682481,16,511,1,41155,7628,33527,258,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
259,31,14,11205,14567,4402064.628980866,5687451.189682481,16,512,0,41155,7628,33527,258,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
260,31,14,11205,14567,4402064.628980866,5687451.189682481,16,513,1,41155,7628,33527,259,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
260,31,14,11205,14567,4402064.628980866,5687451.189682481,16,514,0,41155,7628,33527,255,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
261,31,14,11205,14567,4402064.628980866,5687451.189682481,16,515,1,41155,7628,33527,260,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
262,31,14,11205,14567,4402064.628980866,5687451.189682481,16,516,1,41155,7628,33527,261,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
262,31,14,11205,14567,4402064.628980866,5687451.189682481,16,517,0,41155,7628,33527,261,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
263,32,15,11516,14948,4412549.562975514,5700296.076666278,16,518,1,40774,7447,33327,262,"{0: 6, 3: 57, 1: 14, 2: 0, 4: 11}","{(0, 1): [6, 14], (0, 3): [6, 14, 57], (1, 2): [14, 57, 0], (3, 4): [57, 11]}",381,311,0.8162729658792651,12844.886983796592,10484.933994647612,27.51951179697536,True,Success,True,True,False
263,32,15,11516,14948,4412549.562975514,5700296.076666278,16,519,0,40774,7447,33327,259,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
263,32,14,11516,14948,4412549.562975514,5700296.076666278,16,520,0,41155,7628,33527,262,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
264,32,14,11516,14948,4412549.562975514,5700296.076666278,16,521,1,41155,7628,33527,263,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
265,32,14,11516,14948,4412549.562975514,5700296.076666278,16,522,1,41155,7628,33527,264,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
265,32,14,11516,14948,4412549.562975514,5700296.076666278,16,523,0,41155,7628,33527,257,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
266,32,14,11516,14948,4412549.562975514,5700296.076666278,16,524,1,41155,7628,33527,265,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
267,32,14,11516,14948,4412549.562975514,5700296.076666278,16,525,1,41155,7628,33527,266,{},{},0,0,0.0,0.0,0.0,0.0,False,Route Failure,True,False,False
267,32,14,11516,14948,4412549.562975514,5700296.076666278,16,526,0,41155,7628,33527,253,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
