vn_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,vn_id,node_slots,edge_paths,vn_cost,vn_revenue,vn_rc_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,result,description,place_result,route_result,early_rejection
1,1,1,331,423,89972.53816981173,114980.01101459323,4,0,1,44499,7270,37229,0,"{2: 92, 3: 15, 1: 16, 0: 38}","{(3, 2): [15, 92], (1, 2): [16, 92], (1, 3): [16, 20, 15], (0, 1): [38, 77, 16], (0, 2): [38, 92], (0, 3): [38, 3, 15]}",423,331,0.7825059101654847,114980.01101459323,89972.53816981173,212.70103586243906,True,Success,True,True,False
2,2,2,493,585,146824.13419388898,171831.60703867048,6,1,1,44337,7178,37159,1,"{1: 38, 2: 19, 0: 22}","{(2, 1): [19, 38], (0, 1): [22, 38]}",162,162,1.0,56851.596024077255,56851.596024077255,350.9357779264028,True,Success,True,False,False
3,3,3,1059,1368,579647.3567851163,770595.888467877,13,2,1,43554,6926,36628,2,"{0: 2, 4: 4, 5: 5, 2: 7, 6: 23, 3: 26, 1: 42}","{(5, 4): [5, 2, 4], (2, 0): [7, 2], (2, 5): [7, 10, 5], (6, 0): [23, 2], (6, 5): [23, 2, 5], (1, 0): [42, 2], (1, 3): [42, 8, 26], (1, 4): [42, 2, 4], (1, 6): [42, 40, 23]}",783,566,0.722860791826309,598764.2814292066,432823.22259122727,552.7755077793452,True,Success,True,True,False
4,4,4,1213,1522,693333.8773807533,884282.4090635141,15,3,1,43400,6842,36558,3,"{1: 51, 0: 2, 2: 12}","{(0, 1): [2, 51], (2, 1): [12, 51]}",154,154,1.0,113686.520595637,113686.520595637,738.2241597119286,True,Success,True,True,False
5,5,5,2285,3225,1319651.2537317914,1879262.3455614783,23,4,1,41697,6500,35197,4,"{2: 50, 5: 0, 3: 18, 8: 21, 6: 78, 7: 92, 0: 1, 1: 29, 4: 67}","{(3, 2): [18, 50], (8, 2): [21, 50], (8, 3): [21, 61, 18], (6, 2): [78, 50], (6, 3): [78, 50, 18], (6, 5): [78, 29, 0], (7, 2): [92, 50], (7, 8): [92, 57, 21], (0, 2): [1, 0, 50], (0, 3): [1, 9, 41, 18], (0, 6): [1, 6, 78], (0, 7): [1, 16, 92], (1, 0): [29, 0, 1], (1, 2): [29, 69, 50], (1, 5): [29, 0], (1, 7): [29, 94, 92], (4, 3): [67, 8, 42, 18], (4, 5): [67, 0], (4, 6): [67, 35, 78], (4, 8): [67, 48, 33, 21]}",1703,1072,0.6294773928361714,994979.9364979642,626317.376351038,367.77297495656956,True,Success,True,False,False
6,6,6,2466,3406,1348044.6742728418,1907655.7661025287,26,5,1,41516,6389,35127,5,"{1: 84, 0: 9, 2: 20}","{(0, 1): [9, 84], (2, 1): [20, 84]}",181,181,1.0,28393.420541050386,28393.420541050386,156.86972674613472,True,Success,False,True,False
7,7,7,3124,4467,1605482.3575220504,2322764.249274885,30,6,1,40455,6164,34291,6,"{3: 4, 5: 2, 6: 30, 1: 36, 2: 93, 4: 76, 0: 0}","{(5, 3): [2, 4], (6, 5): [30, 26, 2], (1, 6): [36, 4, 30], (2, 3): [93, 4], (2, 5): [93, 51, 2], (2, 6): [93, 7, 30], (4, 1): [76, 1, 36], (4, 5): [76, 2], (4, 6): [76, 30], (0, 1): [0, 1, 36], (0, 2): [0, 94, 22, 93], (0, 5): [0, 53, 76, 2]}",1061,658,0.6201696512723845,415108.4831723561,257437.68324920858,242.6368362386509,True,Success,False,False,False
8,8,8,3659,5091,1653179.8489850461,2378396.463616771,35,7,1,39831,5959,33872,7,"{0: 42, 1: 10, 3: 32, 2: 47, 5: 48, 4: 68}","{(1, 0): [10, 42], (3, 0): [32, 42], (3, 1): [32, 80, 10], (2, 0): [47, 42], (2, 1): [47, 10], (2, 3): [47, 30, 32], (5, 1): [48, 14, 10], (4, 1): [68, 10], (4, 2): [68, 47], (4, 5): [68, 48]}",624,535,0.8573717948717948,55632.214341886545,47697.49146299568,76.4382876009546,True,Success,False,False,False
9,9,9,4446,6185,2571503.200125972,3654947.602305682,40,8,1,38737,5653,33084,8,"{5: 56, 1: 3, 2: 17, 0: 19, 7: 23, 4: 47, 6: 74, 3: 95}","{(1, 5): [3, 56], (2, 1): [17, 45, 3], (0, 2): [19, 10, 17], (7, 0): [23, 13, 19], (7, 2): [23, 13, 17], (7, 5): [23, 56], (4, 1): [47, 3], (6, 0): [74, 48, 19], (6, 1): [74, 45, 3], (6, 5): [74, 56], (3, 0): [95, 22, 19], (3, 1): [95, 22, 3], (3, 2): [95, 17], (3, 6): [95, 45, 74], (3, 7): [95, 64, 23]}",1094,787,0.7193784277879341,1276551.1386889108,918323.3511409258,839.4180540593471,True,Success,False,True,False
10,10,10,5052,6884,2588804.93036889,3674904.5485759783,44,9,1,38038,5377,32661,9,"{2: 16, 5: 20, 1: 23, 6: 25, 0: 41, 4: 54, 3: 58}","{(1, 2): [23, 16], (6, 2): [25, 16], (0, 1): [41, 16, 23], (0, 2): [41, 16], (4, 1): [54, 23], (4, 2): [54, 16], (4, 5): [54, 20], (3, 1): [58, 39, 23], (3, 2): [58, 16], (3, 4): [58, 16, 54], (3, 6): [58, 25]}",699,606,0.8669527896995708,19956.946270296565,17301.730242918053,24.75211765796574,True,Success,False,False,False
11,11,11,5437,7430,2801360.2351647406,3976346.617195548,49,10,1,37492,5190,32302,10,"{1: 86, 4: 79, 5: 80, 3: 96, 0: 14, 2: 25}","{(3, 1): [96, 86], (3, 5): [96, 29, 80], (0, 4): [14, 41, 79], (0, 5): [14, 10, 80], (2, 3): [25, 46, 11, 96], (2, 4): [25, 79]}",546,385,0.7051282051282052,301442.0686195698,212555.30479585053,389.2954300290303,True,Success,False,True,False
11,11,10,5437,7430,2801360.2351647406,3976346.617195548,49,11,0,38191,5466,32725,9,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
12,11,10,5437,7430,2801360.2351647406,3976346.617195548,49,12,1,38191,5466,32725,11,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
13,12,11,5983,8219,3039468.519278362,4320426.170612484,52,13,1,37402,5237,32165,12,"{0: 57, 2: 20, 6: 21, 4: 14, 5: 16, 1: 35, 3: 59}","{(6, 2): [21, 82, 20], (4, 2): [14, 20], (4, 6): [14, 82, 21], (5, 0): [16, 20, 57], (5, 4): [16, 20, 14], (1, 0): [35, 20, 57], (1, 2): [35, 20], (1, 5): [35, 78, 16], (3, 0): [59, 47, 57]}",789,546,0.6920152091254753,344079.55341693654,238108.28411362148,301.78489748241,True,Success,False,False,False
13,12,10,5983,8219,3039468.519278362,4320426.170612484,52,14,0,38026,5442,32584,7,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
14,13,11,6628,9134,3378431.8528085696,4801281.132132081,57,15,1,37111,5162,31949,13,"{4: 70, 5: 65, 2: 69, 3: 72, 0: 76, 6: 82, 1: 30}","{(5, 4): [65, 70], (2, 5): [69, 70, 65], (3, 2): [72, 69], (3, 4): [72, 70], (0, 2): [76, 37, 69], (0, 3): [76, 83, 72], (6, 2): [82, 35, 69], (6, 4): [82, 70], (6, 5): [82, 70, 65], (1, 2): [30, 94, 29, 69]}",915,645,0.7049180327868853,480854.9615195972,338963.33353020786,370.451730634107,True,Success,False,True,False
15,14,12,7129,9822,3576156.947498928,5072807.809072134,60,16,1,36423,4990,31433,14,"{2: 40, 4: 1, 3: 23, 5: 58, 0: 66, 1: 81}","{(4, 2): [1, 40], (3, 2): [23, 40], (5, 2): [58, 40], (5, 3): [58, 16, 23], (0, 2): [66, 40], (0, 3): [66, 65, 23], (0, 5): [66, 83, 58], (1, 3): [81, 7, 23], (1, 5): [81, 25, 58]}",688,501,0.7281976744186046,271526.6769400528,197725.0946903582,287.39112600342764,True,Success,True,False,False
16,15,13,7339,10032,3609074.1042049783,5105724.965778184,62,17,1,36213,4877,31336,15,"{1: 55, 0: 25, 2: 46}","{(0, 1): [25, 55], (2, 0): [46, 25], (2, 1): [46, 55]}",210,210,1.0,32917.15670605042,32917.15670605042,156.74836526690675,True,Success,False,True,False
17,16,14,7579,10318,3641643.112293583,5144536.367083771,62,18,1,35927,4751,31176,16,"{0: 79, 1: 41, 2: 48, 3: 50}","{(2, 1): [48, 14, 41], (3, 0): [50, 79], (3, 1): [50, 41]}",286,240,0.8391608391608392,38811.40130558721,32569.008088604653,113.87765065945683,True,Success,False,True,False
17,16,13,7579,10318,3641643.112293583,5144536.367083771,62,19,0,36108,4862,31246,5,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
18,17,14,8276,11404,3774187.0220516743,5351053.850580596,66,20,1,35022,4602,30420,17,"{1: 98, 4: 8, 6: 10, 5: 13, 0: 32, 3: 9, 2: 60}","{(4, 1): [8, 98], (6, 1): [10, 98], (5, 1): [13, 98], (5, 4): [13, 19, 8], (0, 1): [32, 98], (3, 0): [9, 10, 42, 32], (3, 1): [9, 94, 98], (3, 4): [9, 19, 8], (3, 6): [9, 10], (2, 0): [60, 80, 32], (2, 1): [60, 13, 98], (2, 3): [60, 7, 71, 9], (2, 4): [60, 64, 45, 8]}",1086,697,0.641804788213628,206517.48349682544,132543.90975809147,122.04779904059988,True,Success,False,False,False
19,18,15,8375,11530,3812966.0287632877,5400408.950031741,67,21,1,34896,4530,30366,18,"{0: 32, 1: 33}","{(1, 0): [33, 30, 32]}",126,99,0.7857142857142857,49355.09945114453,38779.00671161356,307.76989453661554,True,Success,False,True,False
20,19,16,9165,13077,3942790.8809759757,5654635.591010257,72,22,1,33349,4301,29048,19,"{7: 53, 5: 61, 0: 86, 3: 88, 2: 6, 6: 9, 4: 11, 1: 20}","{(0, 7): [86, 79, 53], (3, 0): [88, 48, 86], (3, 5): [88, 76, 61], (3, 7): [88, 53], (2, 5): [6, 1, 66, 61], (6, 0): [9, 84, 86], (4, 0): [11, 96, 86], (4, 3): [11, 1, 76, 88], (4, 5): [11, 52, 0, 61], (4, 6): [11, 1, 9], (1, 0): [20, 84, 86], (1, 2): [20, 25, 34, 6], (1, 3): [20, 15, 41, 88], (1, 5): [20, 59, 37, 61], (1, 6): [20, 84, 9]}",1547,790,0.5106658047834518,254226.64097851634,129824.85221268774,83.92039574187959,True,Success,False,False,False
21,20,17,9556,13537,4056991.519936724,5788989.283905255,74,23,1,32889,4097,28792,20,"{3: 97, 5: 10, 1: 34, 4: 40, 0: 46, 2: 47}","{(5, 3): [10, 97], (4, 1): [40, 97, 34], (0, 3): [46, 97], (0, 5): [46, 5, 10], (2, 3): [47, 97], (2, 4): [47, 97, 40]}",460,391,0.85,134353.69289499792,114200.63896074824,248.26225861032225,True,Success,False,False,False
21,20,16,9556,13537,4056991.519936724,5788989.283905255,74,24,0,33312,4229,29083,0,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
22,21,17,10158,14574,4891746.8267336935,7226931.564882757,76,25,1,32275,4012,28263,21,"{1: 29, 0: 52, 6: 53, 3: 61, 4: 83, 5: 36, 2: 81}","{(6, 0): [53, 0, 52], (3, 1): [61, 66, 29], (4, 0): [83, 52], (4, 3): [83, 61], (4, 6): [83, 97, 53], (5, 1): [36, 4, 29], (5, 3): [36, 1, 79, 61], (5, 4): [36, 91, 76, 83], (2, 1): [81, 1, 66, 29], (2, 4): [81, 72, 83], (2, 6): [81, 54, 16, 53]}",1037,602,0.5805207328833173,1437942.280977503,834755.3067969689,804.9713662458716,True,Success,False,False,False
23,22,18,10796,15667,5018258.457387085,7443667.007365762,79,26,1,31182,3772,27410,22,"{0: 27, 6: 54, 5: 16, 4: 20, 1: 88, 3: 73, 2: 89}","{(5, 0): [16, 25, 27], (5, 6): [16, 54], (1, 0): [88, 53, 27], (1, 4): [88, 30, 54, 20], (1, 5): [88, 58, 16], (1, 6): [88, 72, 54], (3, 0): [73, 54, 27], (2, 0): [89, 7, 54, 27], (2, 1): [89, 23, 30, 88], (2, 3): [89, 17, 73], (2, 4): [89, 20], (2, 5): [89, 71, 16]}",1093,638,0.5837145471180238,216735.44248300468,126511.63065339156,115.74714606897673,True,Success,False,False,False
24,22,18,10796,15667,5018258.457387085,7443667.007365762,79,27,1,31182,3772,27410,23,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
25,23,19,11419,16700,5348681.934355285,7991544.136913355,83,28,1,30149,3542,26607,24,"{6: 31, 3: 56, 4: 82, 1: 13, 2: 24, 5: 85, 0: 77}","{(3, 6): [56, 26, 31], (4, 3): [82, 26, 56], (1, 3): [13, 12, 56], (1, 4): [13, 12, 22, 82], (2, 3): [24, 19, 56], (2, 4): [24, 19, 22, 82], (5, 1): [85, 13], (5, 2): [85, 31, 24], (5, 3): [85, 30, 56], (0, 3): [77, 17, 56], (0, 4): [77, 57, 82]}",1033,623,0.6030977734753146,547877.129547593,330423.47696819983,319.86783830416243,True,Success,False,False,False
26,24,20,12002,17452,5487449.993538526,8170538.27157167,85,29,1,29397,3363,26034,25,"{1: 38, 2: 44, 4: 90, 5: 92, 0: 93, 3: 15}","{(2, 1): [44, 38], (4, 1): [90, 38], (4, 2): [90, 44], (5, 1): [92, 38], (5, 2): [92, 57, 44], (5, 4): [92, 38, 90], (0, 1): [93, 38], (0, 2): [93, 44], (0, 4): [93, 4, 90], (0, 5): [93, 82, 92], (3, 2): [15, 3, 44]}",752,583,0.7752659574468085,178994.13465831426,138768.05918324098,184.53199359473535,True,Success,False,False,False
27,25,21,12967,19174,5498598.60640705,8190432.4802344665,90,30,1,27675,3085,24590,26,"{2: 7, 3: 64, 4: 71, 1: 90, 7: 42, 5: 39, 6: 62, 0: 28}","{(3, 2): [64, 7], (4, 3): [71, 99, 64], (1, 3): [90, 64], (1, 4): [90, 7, 71], (7, 2): [42, 10, 7], (7, 3): [42, 47, 3, 64], (7, 4): [42, 58, 71], (5, 1): [39, 23, 90], (5, 2): [39, 23, 7], (5, 3): [39, 23, 64], (5, 4): [39, 58, 71], (5, 7): [39, 58, 42], (6, 1): [62, 8, 22, 90], (6, 2): [62, 26, 7], (6, 3): [62, 93, 64], (6, 4): [62, 77, 85, 71], (0, 1): [28, 24, 31, 90], (0, 3): [28, 34, 60, 64], (0, 5): [28, 68, 39], (0, 6): [28, 62], (0, 7): [28, 48, 42]}",1722,965,0.5603948896631823,19894.208662796864,11148.612868524375,6.474223500885235,True,Success,False,False,False
27,25,20,12967,19174,5498598.60640705,8190432.4802344665,90,31,0,27961,3211,24750,16,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
28,26,21,13084,19320,5520295.2149898885,8217506.880688265,90,32,1,27815,3123,24692,27,"{0: 15, 1: 35}","{(1, 0): [35, 31, 15]}",146,117,0.8013698630136986,27074.400453798167,21696.608582838257,148.6069081016319,True,Success,False,True,False
28,26,20,13084,19320,5520295.2149898885,8217506.880688265,90,33,0,29537,3401,26136,26,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
28,26,19,13084,19320,5520295.2149898885,8217506.880688265,90,34,0,29747,3514,26233,15,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
29,27,20,13574,20075,5922774.801209123,8837653.998230146,90,35,1,28992,3289,25703,28,"{4: 25, 5: 28, 0: 39, 1: 42, 2: 46, 3: 71}","{(5, 4): [28, 34, 25], (0, 4): [39, 58, 25], (1, 4): [42, 47, 25], (1, 5): [42, 48, 28], (2, 0): [46, 49, 39], (2, 5): [46, 11, 28], (3, 0): [71, 58, 39], (3, 5): [71, 58, 28]}",755,490,0.6490066225165563,620147.1175418812,402479.5862192341,533.0855446612372,True,Success,False,True,False
30,28,21,14392,21558,7402948.097872395,11521146.661985198,92,36,1,27509,2982,24527,29,"{4: 7, 3: 21, 0: 55, 5: 64, 1: 80, 7: 94, 6: 62, 2: 75}","{(0, 4): [55, 7], (5, 0): [64, 55], (1, 0): [80, 60, 55], (1, 4): [80, 54, 7], (1, 5): [80, 82, 64], (7, 0): [94, 48, 47, 55], (7, 3): [94, 48, 33, 21], (6, 0): [62, 77, 55], (6, 7): [62, 98, 94], (2, 0): [75, 46, 55], (2, 3): [75, 19, 22, 7, 21], (2, 4): [75, 42, 10, 7], (2, 5): [75, 96, 93, 64], (2, 6): [75, 28, 62], (2, 7): [75, 19, 48, 94]}",1483,818,0.5515846257585975,2683492.6637550513,1480173.2966632717,998.0939289705137,True,Success,False,False,False
30,28,20,14392,21558,7402948.097872395,11521146.661985198,92,37,0,27671,3074,24597,1,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
31,28,20,14392,21558,7402948.097872395,11521146.661985198,92,38,1,27671,3074,24597,30,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
31,28,20,14392,21558,7402948.097872395,11521146.661985198,92,39,0,29218,3303,25915,19,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
31,28,19,14392,21558,7402948.097872395,11521146.661985198,92,40,0,30304,3563,26741,17,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
32,29,20,14503,21715,7431396.596311875,11561384.628246445,92,41,1,30147,3498,26649,31,"{1: 20, 0: 51}","{(0, 1): [51, 16, 20]}",157,111,0.7070063694267515,40237.966261246474,28448.49843947999,181.20062700305726,True,Success,False,True,False
32,29,19,14503,21715,7431396.596311875,11561384.628246445,92,42,0,31208,3723,27485,6,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
32,29,18,14503,21715,7431396.596311875,11561384.628246445,92,43,0,31208,3723,27485,23,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
32,29,17,14503,21715,7431396.596311875,11561384.628246445,92,44,0,32301,3963,28338,22,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
33,30,18,14688,21900,7466146.901305543,11596134.933240114,92,45,1,32116,3844,28272,32,"{0: 86, 1: 48, 2: 79}","{(2, 0): [79, 86], (2, 1): [79, 48]}",185,185,1.0,34750.30499366861,34750.30499366861,187.83948645226275,True,Success,True,True,False
34,31,19,15522,23338,7816826.642380151,12200784.175045013,93,46,1,30678,3571,27107,33,"{1: 68, 5: 5, 3: 11, 2: 28, 0: 9, 7: 88, 4: 82, 6: 37}","{(5, 1): [5, 68], (3, 1): [11, 68], (3, 5): [11, 46, 5], (2, 3): [28, 11], (0, 1): [9, 10, 68], (0, 3): [9, 1, 11], (7, 0): [88, 94, 9], (7, 1): [88, 48, 68], (7, 2): [88, 58, 28], (7, 5): [88, 53, 5], (4, 2): [82, 58, 28], (4, 3): [82, 49, 68, 11], (4, 7): [82, 92, 88], (6, 0): [37, 50, 84, 9], (6, 2): [37, 14, 48, 28], (6, 3): [37, 63, 52, 11], (6, 4): [37, 14, 82]}",1438,834,0.5799721835883171,604649.2418048994,350679.7410746079,243.86630116453958,True,Success,False,False,False
34,31,19,15522,23338,7816826.642380151,12200784.175045013,93,47,0,30824,3659,27165,27,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,20,15690,23564,7832244.947451623,12221525.46639116,93,48,1,30598,3549,27049,34,"{1: 60, 2: 90, 0: 97}","{(2, 1): [90, 7, 60], (0, 2): [97, 4, 90]}",226,168,0.7433628318584071,20741.291346146674,15418.305071471865,68.2225888118224,True,Success,False,True,False
35,32,20,15690,23564,7832244.947451623,12221525.46639116,93,49,0,31387,3778,27609,12,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,19,15690,23564,7832244.947451623,12221525.46639116,93,50,0,31847,3982,27865,20,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,18,15690,23564,7832244.947451623,12221525.46639116,93,51,0,32599,4161,28438,25,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,18,15690,23564,7832244.947451623,12221525.46639116,93,52,0,33287,4333,28954,14,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,18,15690,23564,7832244.947451623,12221525.46639116,93,53,0,33513,4443,29070,34,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,17,15690,23564,7832244.947451623,12221525.46639116,93,54,0,35216,4785,30431,4,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,16,15690,23564,7832244.947451623,12221525.46639116,93,55,0,35762,4972,30790,10,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
35,32,15,15690,23564,7832244.947451623,12221525.46639116,93,56,0,35888,5044,30844,18,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
36,33,16,15921,23873,7925286.997130379,12345984.312065339,93,57,1,35579,4935,30644,35,"{1: 10, 2: 68, 0: 4}","{(2, 1): [68, 10], (0, 1): [4, 97, 10], (0, 2): [4, 97, 68]}",309,231,0.7475728155339806,124458.84567417955,93042.04967875559,301.1069568891767,True,Success,False,False,False
37,34,17,16416,24615,8013396.557482912,12478059.653038226,93,58,1,34837,4707,30130,36,"{3: 9, 1: 1, 2: 10, 5: 41, 4: 16, 0: 40}","{(1, 3): [1, 9], (2, 3): [10, 9], (4, 1): [16, 1], (4, 2): [16, 20, 14, 10], (4, 3): [16, 41, 9], (0, 3): [40, 97, 9], (0, 5): [40, 1, 19, 41]}",742,495,0.6671159029649596,132075.34097288814,88109.5603525332,118.74603821096119,True,Success,False,False,False
37,34,16,16416,24615,8013396.557482912,12478059.653038226,93,59,0,35022,4826,30196,32,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
37,34,16,16416,24615,8013396.557482912,12478059.653038226,93,60,0,35179,4891,30288,31,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
37,34,15,16416,24615,8013396.557482912,12478059.653038226,93,61,0,36094,5171,30923,13,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
38,35,16,16803,25187,8086270.799254084,12585770.418653497,93,62,1,35522,4989,30533,37,"{4: 14, 3: 15, 5: 18, 2: 50, 0: 79, 1: 92}","{(5, 4): [18, 41, 14], (2, 3): [50, 41, 15], (2, 4): [50, 73, 14], (0, 5): [79, 50, 18], (1, 2): [92, 50], (1, 5): [92, 50, 18]}",572,387,0.6765734265734266,107710.76561527136,72874.24177117135,127.4025205789709,True,Success,False,False,False
39,36,17,17139,25634,8145285.958592042,12664281.657415602,93,63,1,35075,4808,30267,38,"{4: 97, 3: 34, 0: 40, 1: 44, 2: 46}","{(3, 4): [34, 97], (1, 0): [44, 97, 40], (1, 4): [44, 97], (2, 0): [46, 58, 40], (2, 3): [46, 25, 34]}",447,336,0.7516778523489933,78511.2387621048,59015.159337957964,132.02496496187464,True,Success,False,True,False
40,37,18,17536,26136,8520861.536603129,13139190.82658831,93,64,1,34573,4647,29926,39,"{2: 65, 4: 30, 3: 44, 1: 54, 0: 66}","{(4, 2): [30, 65], (3, 2): [44, 65], (3, 4): [44, 4, 30], (1, 2): [54, 65], (1, 3): [54, 20, 44], (1, 4): [54, 30], (0, 1): [66, 65, 54], (0, 3): [66, 57, 44]}",502,397,0.7908366533864541,474909.16917270847,375575.5780110862,748.1585219344346,True,Success,False,True,False
40,37,17,17536,26136,8520861.536603129,13139190.82658831,93,65,0,34727,4731,29996,3,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
40,37,16,17536,26136,8520861.536603129,13139190.82658831,93,66,0,35510,4983,30527,2,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
40,37,15,17536,26136,8520861.536603129,13139190.82658831,93,67,0,36252,5211,31041,36,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
40,37,15,17536,26136,8520861.536603129,13139190.82658831,93,68,0,37285,5441,31844,24,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
40,37,15,17536,26136,8520861.536603129,13139190.82658831,93,69,0,37285,5441,31844,11,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
41,38,16,18145,27047,9256272.69441452,14239288.63408614,94,70,1,36374,5178,31196,40,"{6: 96, 0: 11, 3: 29, 2: 32, 4: 75, 5: 0, 1: 87}","{(0, 6): [11, 96], (2, 3): [32, 80, 29], (2, 6): [32, 96], (4, 3): [75, 96, 29], (4, 6): [75, 96], (5, 4): [0, 67, 97, 75], (5, 6): [0, 29, 96], (1, 0): [87, 46, 11], (1, 4): [87, 32, 75], (1, 6): [87, 76, 96]}",911,609,0.6684961580680571,1100097.8074978283,735411.1578113913,807.2570338215053,True,Success,False,False,False
41,38,16,18145,27047,9256272.69441452,14239288.63408614,94,71,0,36821,5359,31462,38,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
41,38,16,18145,27047,9256272.69441452,14239288.63408614,94,72,0,37393,5541,31852,37,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
41,38,16,18145,27047,9256272.69441452,14239288.63408614,94,73,0,38831,5814,33017,33,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
41,38,15,18145,27047,9256272.69441452,14239288.63408614,94,74,0,38831,5814,33017,30,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
42,39,16,18842,27938,9475240.200614786,14519202.619773997,94,75,1,37940,5524,32416,41,"{0: 3, 3: 15, 1: 23, 2: 33, 6: 38, 4: 44, 5: 20, 7: 31}","{(1, 0): [23, 3], (1, 3): [23, 3, 15], (2, 0): [33, 3], (6, 1): [38, 85, 23], (4, 0): [44, 3], (4, 2): [44, 3, 33], (4, 6): [44, 38], (5, 3): [20, 15], (5, 6): [20, 84, 38], (7, 1): [31, 23], (7, 4): [31, 90, 44], (7, 6): [31, 85, 38]}",891,697,0.7822671156004489,279913.9856878567,218967.506200265,245.75477688020763,True,Success,False,False,False
43,40,17,19787,29521,9895714.333142303,15223552.410029087,95,76,1,36357,5292,31065,42,"{5: 22, 6: 38, 2: 45, 7: 47, 1: 56, 0: 69, 4: 12, 3: 93}","{(6, 5): [38, 22], (2, 5): [45, 8, 22], (2, 6): [45, 77, 38], (7, 6): [47, 3, 38], (1, 2): [56, 17, 45], (1, 6): [56, 19, 38], (1, 7): [56, 47], (0, 1): [69, 20, 84, 56], (0, 2): [69, 64, 45], (0, 6): [69, 15, 92, 38], (4, 2): [12, 26, 8, 45], (4, 5): [12, 22], (4, 7): [12, 51, 47], (3, 1): [93, 51, 56], (3, 2): [93, 62, 45], (3, 4): [93, 22, 12], (3, 5): [93, 22], (3, 6): [93, 38], (3, 7): [93, 51, 47]}",1583,945,0.5969677826910929,704349.7902550894,420474.13252751704,265.618529707844,True,Success,False,False,False
44,41,18,20204,30072,9947567.047469517,15292067.627281593,95,77,1,35806,5065,30741,43,"{1: 84, 4: 9, 5: 50, 0: 55, 3: 86, 2: 1}","{(5, 1): [50, 84], (5, 4): [50, 41, 9], (3, 0): [86, 84, 55], (3, 4): [86, 84, 9], (2, 1): [1, 9, 84], (2, 4): [1, 9]}",551,417,0.7568058076225045,68515.21725250506,51852.71432721345,94.10655957751986,True,Success,False,False,False
45,42,19,20316,30229,10019890.849157227,15393450.099290257,95,78,1,35649,4998,30651,44,"{1: 77, 0: 20}","{(0, 1): [20, 16, 77]}",157,112,0.7133757961783439,101382.47200866499,72323.80168771005,460.66115724656083,True,Success,False,True,False
