vn_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,vn_id,node_slots,edge_paths,vn_cost,vn_revenue,vn_rc_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,result,description,place_result,route_result,early_rejection
1,1,1,471,675,281122.5158833268,402882.586456997,6,0,1,40480,7439,33041,0,"{2: 6, 3: 20, 0: 18, 1: 68, 5: 35, 4: 65}","{(0, 1): [18, 6, 68], (0, 2): [18, 6], (0, 3): [18, 11, 20], (0, 4): [18, 65], (1, 2): [68, 6], (1, 3): [68, 20], (2, 4): [6, 13, 65], (2, 5): [6, 43, 35], (3, 5): [20, 17, 43, 35]}",675,471,0.6977777777777778,402882.586456997,281122.5158833268,416.47780130863237,True,Success,True,True,False
2,2,2,1316,1994,1166869.9223893492,1785487.1180326699,11,1,1,39161,7144,32017,1,"{0: 6, 4: 20, 2: 60, 8: 23, 6: 68, 5: 65, 1: 8, 7: 28, 3: 57}","{(0, 2): [6, 60], (0, 3): [6, 14, 57], (0, 4): [6, 17, 20], (0, 5): [6, 13, 65], (0, 6): [6, 68], (0, 7): [6, 97, 28], (0, 8): [6, 88, 23], (1, 4): [8, 99, 20], (1, 6): [8, 36, 68], (2, 4): [60, 37, 20], (2, 6): [60, 36, 68], (2, 8): [60, 54, 23], (4, 5): [20, 78, 65], (4, 8): [20, 3, 23], (7, 8): [28, 68, 23]}",1319,845,0.640636846095527,1382604.5315756728,885747.4065060224,671.5294969719655,True,Success,True,True,False
3,3,3,1493,2297,1213175.6381045654,1864756.224596006,12,2,1,38858,7047,31811,2,"{2: 52, 0: 20, 1: 35}","{(0, 2): [20, 21, 31, 52], (1, 2): [35, 16, 52]}",303,177,0.5841584158415841,79269.10656333626,46305.71571521623,152.82414427464104,True,Success,True,True,False
4,4,4,2284,3580,1327575.102813664,2050311.8671014085,17,3,1,37575,6784,30791,3,"{0: 61, 5: 90, 7: 74, 3: 67, 1: 16, 4: 8, 6: 23, 2: 52}","{(0, 1): [61, 16], (0, 3): [61, 58, 67], (0, 4): [61, 6, 8], (0, 6): [61, 16, 45, 23], (0, 7): [61, 20, 74], (1, 3): [16, 7, 67], (1, 5): [16, 73, 90], (2, 5): [52, 90], (3, 5): [67, 90], (3, 7): [67, 8, 50, 74], (4, 5): [8, 18, 90], (4, 6): [8, 99, 23], (5, 7): [90, 34, 74], (6, 7): [23, 3, 74]}",1283,791,0.6165237724084178,185555.64250540241,114399.46470909845,89.16559992914924,True,Success,True,True,False
5,5,5,2681,4076,1476218.9134065511,2236023.0259277862,22,4,1,37079,6581,30498,4,"{4: 60, 2: 46, 1: 66, 5: 98, 3: 56, 0: 36}","{(0, 4): [36, 60], (1, 4): [66, 94, 60], (1, 5): [66, 26, 98], (2, 3): [46, 56], (2, 5): [46, 26, 98]}",496,397,0.8004032258064516,185711.1588263779,148643.81059288717,299.6851020017886,True,Success,True,True,False
5,5,4,2681,4076,1476218.9134065511,2236023.0259277862,22,5,0,38362,6844,31518,3,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
5,5,3,2681,4076,1476218.9134065511,2236023.0259277862,22,6,0,38665,6941,31724,2,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
6,6,4,3690,5804,1559861.4586935993,2379268.138173593,23,7,1,36937,6633,30304,5,"{6: 52, 8: 20, 7: 16, 5: 35, 1: 61, 4: 90, 2: 74, 3: 67, 0: 73}","{(0, 5): [73, 16, 35], (0, 7): [73, 16], (1, 3): [61, 58, 67], (1, 4): [61, 90], (1, 5): [61, 16, 35], (1, 7): [61, 16], (1, 8): [61, 20], (2, 5): [74, 5, 68, 35], (2, 6): [74, 34, 10, 52], (2, 7): [74, 14, 86, 16], (2, 8): [74, 20], (3, 6): [67, 90, 52], (3, 8): [67, 7, 77, 20], (4, 5): [90, 19, 35], (4, 6): [90, 52], (4, 7): [90, 10, 52, 16], (4, 8): [90, 61, 20], (5, 6): [35, 25, 52], (5, 7): [35, 31, 16], (6, 7): [52, 31, 16], (6, 8): [52, 9, 86, 20]}",1728,1009,0.5839120370370371,143245.11224580716,83642.54528704827,48.404250744819606,True,Success,True,True,False
6,6,4,3690,5804,1559861.4586935993,2379268.138173593,23,8,0,38665,6941,31724,5,{},{},0,0,0.0,0.0,0.0,0.0,False,Leave Event,True,True,False
7,7,5,3771,5906,1586014.9453744222,2412202.1584383333,23,9,1,38563,6881,31682,6,"{0: 52, 1: 35}","{(0, 1): [52, 16, 35]}",102,81,0.7941176470588235,32934.02026473995,26153.4866808229,256.4067321649304,True,Success,True,True,False
