vn_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,vn_id,node_slots,edge_paths,vn_cost,vn_revenue,vn_rc_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,result,info,place_result,route_result,early_rejection
14,9,5,4793,8615,2131244.7711956766,3514162.7872826518,23,20,1,37966,6807,31159,13,"{1: 16, 5: 11, 3: 10, 0: 12, 6: 19, 2: 5, 4: 13}","{(0, 1): [12, 31, 16], (0, 3): [12, 64, 10], (0, 6): [12, 63, 36, 19], (1, 2): [16, 61, 66, 5], (1, 3): [16, 52, 10], (1, 5): [16, 61, 18, 11], (1, 6): [16, 73, 19], (3, 5): [10, 77, 20, 11], (4, 5): [13, 19, 11], (5, 6): [11, 19]}",950,547,0.5757894736842105,502426.25217501493,289291.7473049823,304.51762874208663,True,Success,True,True,False
14,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,21,0,38484,6950,31534,11,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
15,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,22,1,38484,6950,31534,14,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
16,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,23,1,38484,6950,31534,15,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
16,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,24,0,38484,6950,31534,6,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
16,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,25,0,38484,6950,31534,9,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
17,9,4,4793,8615,2131244.7711956766,3514162.7872826518,23,26,1,38484,6950,31534,16,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
18,10,5,5288,9525,2166096.252029517,3578233.186391328,23,27,1,37574,6767,30807,17,"{1: 14, 0: 17, 2: 11, 5: 16, 4: 10, 3: 15}","{(0, 1): [17, 14], (0, 2): [17, 11], (0, 3): [17, 11, 0, 15], (0, 5): [17, 20, 86, 16], (1, 2): [14, 57, 11], (1, 4): [14, 43, 98, 10], (1, 5): [14, 6, 8, 16], (2, 4): [11, 18, 64, 10]}",910,495,0.5439560439560439,64070.399108676334,34851.480833840425,38.298330586637825,True,Success,True,True,False
19,10,5,5288,9525,2166096.252029517,3578233.186391328,23,28,1,37574,6767,30807,18,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
20,10,5,5288,9525,2166096.252029517,3578233.186391328,23,29,1,37574,6767,30807,19,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
20,10,5,5288,9525,2166096.252029517,3578233.186391328,23,30,0,38484,6950,31534,17,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
21,11,6,5850,10372,2188736.618338169,3612354.8772515203,23,31,1,37637,6719,30918,20,"{6: 14, 4: 17, 0: 0, 2: 15, 5: 11, 1: 10, 3: 21}","{(0, 1): [0, 16, 52, 10], (0, 2): [0, 15], (0, 5): [0, 11], (0, 6): [0, 57, 14], (1, 3): [10, 34, 21], (2, 4): [15, 0, 11, 17], (2, 6): [15, 37, 74, 14], (3, 6): [21, 57, 14], (4, 5): [17, 11], (4, 6): [17, 14]}",847,562,0.6635182998819362,34121.690860192495,22640.366308651926,26.730066480108533,True,Success,True,True,False
21,11,5,5850,10372,2188736.618338169,3612354.8772515203,23,32,0,38484,6950,31534,20,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
21,11,5,5850,10372,2188736.618338169,3612354.8772515203,23,33,0,38484,6950,31534,14,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
22,12,6,6182,10866,2292904.128588858,3767351.1123835696,23,34,1,37990,6780,31210,21,"{2: 14, 4: 10, 3: 9, 1: 11, 0: 12}","{(0, 4): [12, 64, 10], (1, 2): [11, 17, 14], (2, 3): [14, 86, 9], (2, 4): [14, 77, 10], (3, 4): [9, 52, 10]}",494,332,0.6720647773279352,154996.23513204942,104167.51025068908,210.86540536576737,True,Success,True,True,False
22,12,5,6182,10866,2292904.128588858,3767351.1123835696,23,35,0,37990,6780,31210,16,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
22,12,5,6182,10866,2292904.128588858,3767351.1123835696,23,36,0,37990,6780,31210,19,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
23,13,6,6916,12439,2561865.367543386,4343748.9718869375,24,37,1,36417,6543,29874,22,"{3: 23, 2: 17, 5: 0, 7: 22, 4: 21, 6: 16, 0: 5, 1: 9}","{(0, 3): [5, 85, 23], (0, 6): [5, 85, 86, 16], (0, 7): [5, 53, 22], (1, 2): [9, 86, 20, 17], (1, 6): [9, 52, 16], (2, 3): [17, 11, 96, 23], (2, 5): [17, 36, 78, 0], (2, 6): [17, 6, 8, 16], (2, 7): [17, 5, 53, 22], (3, 4): [23, 3, 20, 21], (3, 5): [23, 45, 16, 0], (3, 7): [23, 54, 64, 22], (4, 5): [21, 57, 0], (4, 7): [21, 57, 22], (5, 7): [0, 57, 22]}",1573,734,0.46662428480610296,576397.8595033677,268961.2389545276,170.98616589607602,True,Success,True,True,False
23,13,5,6916,12439,2561865.367543386,4343748.9718869375,24,38,0,37783,6838,30945,1,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
24,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,39,1,35623,6540,29083,23,"{6: 6, 7: 1, 0: 19, 2: 18, 5: 8, 4: 15, 3: 23, 8: 21, 1: 13}","{(0, 2): [19, 18], (0, 3): [19, 99, 23], (0, 5): [19, 18, 8], (0, 6): [19, 13, 6], (0, 7): [19, 90, 34, 1], (0, 8): [19, 35, 31, 21], (1, 5): [13, 29, 8], (1, 6): [13, 6], (1, 7): [13, 60, 37, 1], (2, 3): [18, 10, 23], (2, 4): [18, 11, 0, 15], (2, 6): [18, 6], (2, 7): [18, 10, 34, 1], (2, 8): [18, 97, 21], (3, 4): [23, 54, 15], (3, 5): [23, 99, 8], (3, 6): [23, 68, 6], (4, 5): [15, 37, 60, 8], (4, 6): [15, 54, 60, 6], (4, 8): [15, 84, 72, 21], (5, 7): [8, 36, 63, 1], (6, 7): [6, 14, 63, 1], (6, 8): [6, 27, 75, 21], (7, 8): [1, 72, 21]}",2160,1091,0.5050925925925925,246964.5105223461,124739.9448980924,57.74997448985759,True,Success,True,True,False
25,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,40,1,35623,6540,29083,24,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
25,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,41,0,35623,6540,29083,18,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
26,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,42,1,35623,6540,29083,25,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
27,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,43,1,35623,6540,29083,26,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
27,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,44,0,37783,6838,30945,23,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
28,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,45,1,37783,6838,30945,27,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
29,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,46,1,37783,6838,30945,28,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
30,14,6,8007,14599,2686605.312441478,4590713.4824092835,24,47,1,37783,6838,30945,29,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
31,15,7,8214,14920,2729361.3029775945,4657016.250342102,24,48,1,37462,6716,30746,30,"{2: 6, 0: 8, 3: 5, 1: 0}","{(0, 1): [8, 18, 11, 0], (0, 2): [8, 18, 6], (2, 3): [6, 68, 5]}",321,207,0.6448598130841121,66302.76793281802,42755.9905361163,133.19623219973923,True,Success,True,True,False
32,15,7,8214,14920,2729361.3029775945,4657016.250342102,24,49,1,37462,6716,30746,31,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
32,15,7,8214,14920,2729361.3029775945,4657016.250342102,24,50,0,38412,6960,31452,13,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
32,15,7,8214,14920,2729361.3029775945,4657016.250342102,24,51,0,38906,7130,31776,21,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
33,16,8,8641,15728,2918372.8517740937,5014677.448064751,24,52,1,38098,6954,31144,32,"{2: 14, 0: 13, 1: 11, 4: 16, 3: 23, 5: 15}","{(0, 1): [13, 19, 11], (0, 2): [13, 6, 14], (0, 5): [13, 29, 54, 15], (1, 2): [11, 17, 14], (1, 4): [11, 18, 61, 16], (2, 3): [14, 6, 68, 23], (2, 4): [14, 86, 16], (3, 4): [23, 10, 52, 16]}",808,427,0.5284653465346535,357661.1977226495,189011.54879649918,233.92518415408313,True,Success,True,True,False
33,16,7,8641,15728,2918372.8517740937,5014677.448064751,24,53,0,38098,6954,31144,15,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
33,16,7,8641,15728,2918372.8517740937,5014677.448064751,24,54,0,39671,7191,32480,22,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
33,16,7,8641,15728,2918372.8517740937,5014677.448064751,24,55,0,39671,7191,32480,25,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
33,16,7,8641,15728,2918372.8517740937,5014677.448064751,24,56,0,39992,7313,32679,30,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
34,17,8,9135,16412,3284874.671632868,5522141.506330746,24,57,1,39308,7084,32224,33,"{5: 20, 6: 6, 2: 18, 1: 8, 4: 23, 3: 5, 0: 11}","{(0, 5): [11, 20], (1, 2): [8, 18], (1, 5): [8, 99, 20], (1, 6): [8, 6], (2, 3): [18, 17, 5], (2, 4): [18, 10, 23], (3, 4): [5, 85, 23], (4, 6): [23, 88, 6], (5, 6): [20, 51, 6]}",684,494,0.7222222222222222,507464.05826599494,366501.81985877414,535.8213740625353,True,Success,True,True,False
34,17,7,9135,16412,3284874.671632868,5522141.506330746,24,58,0,39308,7084,32224,27,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
34,17,7,9135,16412,3284874.671632868,5522141.506330746,24,59,0,39308,7084,32224,29,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
34,17,7,9135,16412,3284874.671632868,5522141.506330746,24,60,0,39308,7084,32224,12,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
35,17,7,9135,16412,3284874.671632868,5522141.506330746,24,61,1,39308,7084,32224,34,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
35,17,7,9135,16412,3284874.671632868,5522141.506330746,24,62,0,39308,7084,32224,24,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
36,18,8,9642,17260,3542364.6884564557,5952815.1439370625,25,63,1,38460,6877,31583,35,"{3: 20, 1: 3, 6: 19, 0: 5, 5: 17, 4: 0, 2: 13}","{(0, 3): [5, 68, 20], (0, 6): [5, 99, 19], (1, 2): [3, 23, 65, 13], (1, 4): [3, 20, 11, 0], (1, 6): [3, 81, 19], (2, 3): [13, 6, 17, 20], (2, 5): [13, 29, 17], (3, 4): [20, 78, 0], (3, 5): [20, 17], (4, 5): [0, 11, 17]}",848,507,0.597877358490566,430673.6376063166,257490.01682358788,303.6438877636649,True,Success,True,True,False
37,19,9,10230,18277,4586521.65085219,7758780.502366421,25,64,1,37443,6649,30794,36,"{0: 20, 4: 21, 6: 3, 2: 16, 3: 22, 7: 19, 5: 14, 1: 0}","{(0, 3): [20, 21, 57, 22], (0, 6): [20, 3], (0, 7): [20, 59, 18, 19], (1, 2): [0, 16], (2, 3): [16, 35, 22], (4, 5): [21, 57, 14], (4, 6): [21, 34, 74, 3], (4, 7): [21, 31, 35, 19], (5, 6): [14, 74, 3]}",1017,588,0.5781710914454278,1805965.358429358,1044156.9623957351,1026.703011205246,True,Success,True,True,False
37,19,8,10230,18277,4586521.65085219,7758780.502366421,25,65,0,37443,6649,30794,34,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
37,19,8,10230,18277,4586521.65085219,7758780.502366421,25,66,0,38251,6825,31426,32,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
37,19,8,10230,18277,4586521.65085219,7758780.502366421,25,67,0,38251,6825,31426,26,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
38,19,8,10230,18277,4586521.65085219,7758780.502366421,25,68,1,38251,6825,31426,37,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
39,19,8,10230,18277,4586521.65085219,7758780.502366421,25,69,1,38251,6825,31426,38,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
39,19,8,10230,18277,4586521.65085219,7758780.502366421,25,70,0,38251,6825,31426,38,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
39,19,8,10230,18277,4586521.65085219,7758780.502366421,25,71,0,38606,6964,31642,10,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
40,20,9,10652,18885,4656310.235202639,7859328.984084602,25,72,1,37998,6767,31231,39,"{4: 6, 3: 13, 5: 8, 2: 16, 1: 14, 0: 11}","{(0, 3): [11, 19, 13], (1, 3): [14, 6, 13], (2, 4): [16, 8, 6], (3, 4): [13, 6], (3, 5): [13, 29, 8], (4, 5): [6, 50, 8]}",608,422,0.694078947368421,100548.48171818194,69788.58435044865,114.7838558395537,True,Success,True,True,False
40,20,9,10652,18885,4656310.235202639,7859328.984084602,25,73,0,37998,6767,31231,28,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
41,21,10,11521,20613,4711178.965615149,7968435.04409935,26,74,1,36270,6456,29814,40,"{1: 23, 3: 10, 5: 4, 4: 15, 8: 18, 6: 17, 7: 9, 0: 2, 2: 5}","{(0, 1): [2, 32, 65, 23], (0, 2): [2, 22, 53, 5], (0, 7): [2, 48, 9], (1, 3): [23, 54, 64, 10], (1, 4): [23, 3, 37, 15], (1, 6): [23, 68, 6, 17], (1, 7): [23, 10, 52, 9], (2, 6): [5, 17], (3, 5): [10, 77, 4], (3, 7): [10, 52, 9], (3, 8): [10, 90, 18], (4, 5): [15, 84, 47, 4], (4, 8): [15, 54, 66, 18], (5, 6): [4, 6, 17], (5, 8): [4, 6, 18], (6, 7): [17, 14, 86, 9]}",1728,869,0.5028935185185185,109106.06001474812,54868.73041250932,31.75273750723919,True,Success,True,True,False
41,21,9,11521,20613,4711178.965615149,7968435.04409935,26,75,0,36270,6456,29814,37,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
42,21,9,11521,20613,4711178.965615149,7968435.04409935,26,76,1,36270,6456,29814,41,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
42,21,9,11521,20613,4711178.965615149,7968435.04409935,26,77,0,37998,6767,31231,40,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
43,21,9,11521,20613,4711178.965615149,7968435.04409935,26,78,1,37998,6767,31231,42,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
43,21,8,11521,20613,4711178.965615149,7968435.04409935,26,79,0,38606,6964,31642,39,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
43,21,8,11521,20613,4711178.965615149,7968435.04409935,26,80,0,39454,7171,32283,35,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
43,21,8,11521,20613,4711178.965615149,7968435.04409935,26,81,0,40138,7400,32738,33,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
43,21,8,11521,20613,4711178.965615149,7968435.04409935,26,82,0,40138,7400,32738,41,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
44,22,9,11676,20768,4747573.406767981,8004829.485252183,26,83,1,39983,7300,32683,43,"{1: 6, 2: 8, 0: 14}","{(0, 1): [14, 6], (1, 2): [6, 8]}",155,155,1.0,36394.44115283274,36394.44115283274,234.802846147308,True,Success,True,True,False
45,23,10,11806,20990,4770226.267043298,8043513.600491569,26,84,1,39761,7216,32545,44,"{1: 2, 0: 0}","{(0, 1): [0, 57, 81, 2]}",222,130,0.5855855855855856,38684.1152393867,22652.860275316536,102.03991115007449,True,Success,True,True,False
46,23,10,11806,20990,4770226.267043298,8043513.600491569,26,85,1,39761,7216,32545,45,{},{},0,0,0.0,0.0,0.0,0.0,False,Place Failure,False,True,False
47,24,11,12191,21675,4790528.128753788,8079635.0947037395,26,86,1,39076,7050,32026,46,"{0: 6, 3: 11, 4: 13, 2: 1, 1: 3}","{(0, 1): [6, 95, 3], (0, 2): [6, 14, 63, 1], (0, 3): [6, 17, 11], (0, 4): [6, 13], (1, 4): [3, 23, 65, 13], (2, 3): [1, 37, 20, 11], (3, 4): [11, 19, 13]}",685,385,0.5620437956204379,36121.49421217003,20301.861710489724,29.637754321882806,True,Success,True,True,False
47,24,11,12191,21675,4790528.128753788,8079635.0947037395,26,87,0,39761,7216,32545,46,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
47,24,11,12191,21675,4790528.128753788,8079635.0947037395,26,88,0,39983,7300,32683,44,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
47,24,11,12191,21675,4790528.128753788,8079635.0947037395,26,89,0,40138,7400,32738,43,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
48,25,12,12595,22202,4812042.045420387,8107699.040454477,26,90,1,39611,7222,32389,47,"{3: 6, 4: 8, 0: 11, 2: 13, 1: 14}","{(0, 2): [11, 19, 13], (0, 3): [11, 17, 6], (0, 4): [11, 18, 8], (1, 3): [14, 6], (2, 3): [13, 6], (2, 4): [13, 6, 8], (3, 4): [6, 8]}",527,404,0.7666034155597723,28063.945750737348,21513.91666659941,40.82337128386985,True,Success,True,True,False
48,25,12,12595,22202,4812042.045420387,8107699.040454477,26,91,0,40138,7400,32738,47,{},{},0,0,0.0,0.0,0.0,0.0,False,,True,True,False
49,26,13,12682,22359,4861525.610478044,8196996.968202203,26,92,1,39981,7348,32633,48,"{1: 3, 0: 16}","{(0, 1): [16, 8, 81, 3]}",157,87,0.554140127388535,89297.9277477256,49483.565057656866,315.1819430424004,True,Success,True,True,False
50,27,14,13728,23950,5146826.134964167,8630948.339576412,26,93,1,38390,7001,31389,49,"{5: 6, 3: 20, 8: 18, 2: 23, 4: 8, 7: 11, 0: 17, 6: 13, 1: 19}","{(0, 3): [17, 20], (0, 4): [17, 6, 8], (0, 5): [17, 6], (0, 6): [17, 29, 13], (1, 2): [19, 99, 23], (1, 3): [19, 11, 20], (1, 5): [19, 13, 6], (2, 3): [23, 3, 20], (2, 4): [23, 99, 8], (2, 5): [23, 68, 6], (2, 8): [23, 10, 18], (3, 5): [20, 51, 6], (3, 7): [20, 17, 11], (3, 8): [20, 11, 18], (4, 5): [8, 6], (4, 8): [8, 18], (5, 7): [6, 18, 11], (5, 8): [6, 18], (6, 7): [13, 60, 17, 11], (6, 8): [13, 19, 18], (7, 8): [11, 18]}",1591,1046,0.6574481458202388,433951.3713742091,285300.52448612364,179.32151130491744,True,Success,True,True,False
51,28,15,14194,24796,5223101.519535138,8769422.535600107,26,94,1,37544,6808,30736,50,"{1: 6, 5: 14, 2: 15, 3: 0, 0: 9, 4: 2}","{(0, 1): [9, 28, 68, 6], (0, 3): [9, 86, 78, 0], (1, 2): [6, 27, 37, 15], (1, 3): [6, 14, 57, 0], (1, 5): [6, 14], (2, 3): [15, 0], (2, 5): [15, 49, 63, 14], (4, 5): [2, 32, 77, 14]}",846,466,0.5508274231678487,138474.19602369494,76275.38457097145,90.16002904370147,True,Success,True,True,False
52,29,16,14944,26493,5237032.93622949,8800944.68777386,26,95,1,35847,6593,29254,51,"{7: 20, 6: 6, 2: 11, 3: 21, 4: 13, 1: 17, 5: 15, 0: 3}","{(0, 2): [3, 23, 96, 11], (0, 4): [3, 23, 65, 13], (0, 7): [3, 37, 20], (1, 3): [17, 5, 97, 21], (1, 5): [17, 29, 54, 15], (1, 6): [17, 43, 6], (1, 7): [17, 5, 68, 20], (2, 3): [11, 51, 97, 21], (2, 4): [11, 19, 13], (2, 6): [11, 57, 27, 6], (2, 7): [11, 0, 57, 55, 20], (3, 4): [21, 31, 29, 13], (3, 6): [21, 34, 55, 6], (3, 7): [21, 71, 68, 20], (4, 6): [13, 6], (4, 7): [13, 6, 61, 20], (5, 6): [15, 54, 60, 6], (5, 7): [15, 37, 20]}",1697,750,0.44195639363582795,31522.152173751558,13931.416694351014,8.20943824063112,True,Success,True,True,False
