time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/loss,train/n_updates,train/value_loss
30720,469,85.76370165714286,65,868.0857142857143,15,-2.7034532874822617,-0.007080620003398508,0.05888671875,0.2,0.0003,0.009352461,0.16871601343154907,0.4873828887939453,140,1.2306535489857198
32768,499,86.3866417027027,65,868.1891891891892,16,-2.6900261491537094,-0.009048374844132923,0.082275390625,0.2,0.0003,0.011215517,0.1523492932319641,0.6359562277793884,150,1.1662197932600975
34816,529,87.1451001,65,869.125,17,-2.6440739423036574,-0.0068011982482858,0.052978515625,0.2,0.0003,0.008582035,0.10171222686767578,0.5493589639663696,160,1.0895532123744487
36864,561,87.82681771428571,65,869.1666666666666,18,-2.5974410116672515,-0.005921945412410423,0.076123046875,0.2,0.0003,0.008436628,0.07702475786209106,0.813871443271637,170,1.2709822617471218
38912,592,88.26298288636363,65,869.3181818181819,19,-2.5909732073545455,-0.003222074150107801,0.043505859375,0.2,0.0003,0.007284395,0.12196207046508789,0.7040722966194153,180,1.2355179131031035
40960,623,88.78914025531915,65,868.9148936170212,20,-2.596154069900513,-0.006015056814067066,0.071435546875,0.2,0.0003,0.010507064,0.040005505084991455,0.622380793094635,190,1.4011994920670987
43008,653,89.34454548979592,65,868.9183673469388,21,-2.5960904985666273,-0.008130183292087168,0.08740234375,0.2,0.0003,0.009958841,0.14438271522521973,0.7911177277565002,200,1.5433199197053908
45056,684,89.74290956862744,65,869.4313725490196,22,-2.5851217925548555,-0.007775269763078541,0.08564453125,0.2,0.0003,0.011014341,0.1554669737815857,0.4801301062107086,210,1.473202332854271
47104,715,90.08028912962962,65,869.6666666666666,23,-2.5647655069828033,-0.005887974315555766,0.071875,0.2,0.0003,0.009498691,0.09771281480789185,0.3864133059978485,220,1.1322750106453896
49152,747,90.28498010714286,65,869.5535714285714,24,-2.5420907199382783,-0.009206257888581603,0.0943359375,0.2,0.0003,0.012514429,0.14404386281967163,0.9235625267028809,230,1.8372295007109642
51200,778,90.52712918965517,65,869.8103448275862,25,-2.555409860610962,-0.007606302358908579,0.0703125,0.2,0.0003,0.011664817,0.17356795072555542,0.7935779094696045,240,1.3751686580479145
53248,808,90.81157767213115,65,870.1803278688525,26,-2.5738560974597933,-0.009660787356551737,0.13701171875,0.2,0.0003,0.011763839,0.11912268400192261,0.5582103133201599,250,1.3648118205368518
55296,839,91.10083931746033,65,870.1428571428571,27,-2.554803392291069,-0.007317393406992778,0.077294921875,0.2,0.0003,0.011139389,0.19255608320236206,0.3943530321121216,260,1.425990430265665
57344,870,91.17430893846154,65,870.0923076923077,28,-2.569611582159996,-0.009288714319700376,0.078466796875,0.2,0.0003,0.010226681,0.11274003982543945,0.5371716022491455,270,1.3303643144667148
59392,901,91.50015652941178,65,870.7352941176471,29,-2.548611655831337,-0.005868810333777219,0.073095703125,0.2,0.0003,0.0086305905,0.14923250675201416,0.6285175681114197,280,1.2312171213328837
61440,933,91.64301310000002,65,870.9571428571429,30,-2.5244156241416933,-0.01069672370213084,0.12138671875,0.2,0.0003,0.010815185,0.11757808923721313,1.1369982957839966,290,1.47075350061059
63488,965,91.76643136111112,65,871.0555555555555,31,-2.4955776065587996,-0.01157891822513193,0.106005859375,0.2,0.0003,0.01090979,0.1546829342842102,0.8360010981559753,300,1.5498098358511925
65536,996,91.98245224000001,65,871.0133333333333,32,-2.5220988214015962,-0.004978391894837841,0.048291015625,0.2,0.0003,0.008557161,0.15473341941833496,0.5253052115440369,310,1.295067983865738
67584,1028,92.26741393506494,65,871.3116883116883,33,-2.5105808556079863,-0.00979291348485276,0.089501953125,0.2,0.0003,0.011621917,0.19475239515304565,0.7171124815940857,320,1.71970953643322
69632,1058,92.38569418987342,65,871.4810126582279,34,-2.4972345769405364,-0.004602753114886582,0.0470703125,0.2,0.0003,0.0077206157,0.09615039825439453,0.5637034177780151,330,1.3236652441322803
71680,1088,92.64960017073172,65,871.719512195122,35,-2.498117372393608,-0.007647282566176727,0.06318359375,0.2,0.0003,0.01026273,0.13639914989471436,0.5416372418403625,340,1.2373877629637717
73728,1119,92.78134597619048,65,871.6666666666666,36,-2.4820915520191194,-0.006278541160281747,0.06416015625,0.2,0.0003,0.00880305,0.11537694931030273,0.9063738584518433,350,1.6269167155027389
75776,1150,92.98860173255812,65,872.046511627907,37,-2.458239588141441,-0.0071572425367776304,0.079248046875,0.2,0.0003,0.010121355,-0.004636883735656738,0.4454987943172455,360,1.2886458814144135
77824,1181,93.25490911235956,65,872.123595505618,38,-2.451122924685478,-0.00914375635329634,0.098779296875,0.2,0.0003,0.010580255,0.08072805404663086,0.4254782497882843,370,1.355023768544197
79872,1214,93.60838876923077,65,872.4615384615385,39,-2.4490240186452867,-0.010420676955254749,0.09921875,0.2,0.0003,0.009986052,0.17636513710021973,0.7093029618263245,380,1.3808668941259383
81920,1245,93.75009989247312,65,872.4623655913979,40,-2.424157312512398,-0.006740295956842601,0.072998046875,0.2,0.0003,0.008500161,0.12789177894592285,0.7012251615524292,390,1.3411268167197705
83968,1277,93.95599170833334,65,872.5625,41,-2.415053406357765,-0.011213504360057414,0.1041015625,0.2,0.0003,0.010838113,0.13589000701904297,0.6480422616004944,400,1.254987196624279
86016,1311,94.22354331632653,65,872.7755102040817,42,-2.345872810482979,-0.009620677842758597,0.100830078125,0.2,0.0003,0.011169895,0.20531755685806274,0.5713871717453003,410,1.5927042648196221
88064,1343,94.47856834,65,872.66,43,-2.2878826022148133,-0.0055319283623248335,0.044921875,0.2,0.0003,0.009182727,0.22683531045913696,0.6014233827590942,420,1.2886943496763705
90112,1373,95.43488758,65,873.33,44,-2.2677929967641832,-0.009418838500278071,0.0849609375,0.2,0.0003,0.010253971,0.23617202043533325,0.6207147836685181,430,1.19893144890666
92160,1403,96.05814664000002,65,873.87,45,-2.2575864255428315,-0.007484898547409103,0.09248046875,0.2,0.0003,0.011213973,0.08345192670822144,0.9495785236358643,440,1.5254217386245728
94208,1433,96.36951338,65,874.2,46,-2.2641689985990525,-0.006047457287786528,0.06376953125,0.2,0.0003,0.009158494,0.20514482259750366,0.48803645372390747,450,1.4458934471011162
96256,1463,97.20452813,65,874.48,47,-2.2887390911579133,-0.005098999291658401,0.056640625,0.2,0.0003,0.008593716,0.18164688348770142,0.6788865327835083,460,1.414225285500288
98304,1494,97.74839577,65,875.12,48,-2.2647036105394363,-0.00660531542962417,0.066259765625,0.2,0.0003,0.0069155153,0.14535874128341675,0.6190323829650879,470,1.7376126676797867
100352,1524,98.12197472,65,875.59,49,-2.245100474357605,-0.007322348922025412,0.094775390625,0.2,0.0003,0.011980605,0.1565161943435669,0.7095335721969604,480,1.459388219565153
102400,1555,98.59201734999999,65,875.52,50,-2.264554023742676,-0.005421483237296343,0.06533203125,0.2,0.0003,0.009118848,0.09761667251586914,0.5786435008049011,490,1.1089584156870842
104448,1586,98.85713039999999,65,875.39,51,-2.240603655576706,-0.007482808048371226,0.078369140625,0.2,0.0003,0.008064374,0.13965773582458496,0.6974846720695496,500,1.6178430944681168
106496,1615,99.23649610999999,65,875.63,52,-2.2113652378320694,-0.0054388269840274,0.042236328125,0.2,0.0003,0.0064187464,0.15800732374191284,0.5738387703895569,510,1.6651928544044494
108544,1645,99.70094295999999,65,875.9,53,-2.190925768017769,-0.007743096572812647,0.09541015625,0.2,0.0003,0.009792179,0.19379311800003052,0.72599858045578,520,1.3043284237384796
110592,1675,100.0562322,66,875.98,54,-2.1652884006500246,-0.005108537647174671,0.0400390625,0.2,0.0003,0.00900767,0.25011348724365234,0.6139475107192993,530,1.608596719801426
112640,1705,100.58636305,66,875.98,55,-2.129618427157402,-0.009475884231505916,0.0783203125,0.2,0.0003,0.008570064,0.27308058738708496,0.6442971229553223,540,1.4743784576654435
114688,1735,100.87112040000002,66,875.87,56,-2.1379761666059496,-0.008677804039325564,0.093505859375,0.2,0.0003,0.010508393,0.23481035232543945,0.4308371841907501,550,1.3043298415839673
116736,1764,101.15490541000001,66,876.19,57,-2.1431988954544066,-0.009604043344734237,0.075390625,0.2,0.0003,0.009439502,0.22384440898895264,0.7435574531555176,560,1.5599577628076076
118784,1794,101.43412624000001,66,876.57,58,-2.1611025840044022,-0.008122638234635816,0.069775390625,0.2,0.0003,0.008430725,0.12890565395355225,0.617285430431366,570,1.367580460011959
120832,1824,101.66985179,66,876.58,59,-2.1620479375123978,-0.00652124093612656,0.0521484375,0.2,0.0003,0.008965181,0.1885870099067688,0.5660806894302368,580,1.379219724237919
122880,1855,101.93628067,66,876.8,60,-2.1237676441669464,-0.01102219328749925,0.092822265625,0.2,0.0003,0.009312818,0.19519788026809692,0.6875666379928589,590,1.7238607853651047
124928,1884,102.01694851999999,66,876.91,61,-2.1055492132902147,-0.0039094729057978835,0.0314453125,0.2,0.0003,0.0062461486,0.31494975090026855,0.9901134967803955,600,1.540362374484539
126976,1918,102.29306199999999,66,877.39,62,-2.065006470680237,-0.006515733513515443,0.07998046875,0.2,0.0003,0.007373073,0.18767601251602173,0.6118122935295105,610,1.329789473861456
129024,1948,102.62053121000001,66,877.74,63,-2.051061674952507,-0.006221317552262917,0.0439453125,0.2,0.0003,0.008383191,0.2790340781211853,0.5942181348800659,620,1.6226444244384766
131072,1980,102.75152639,66,877.77,64,-1.9939459517598153,-0.00514616139116697,0.043603515625,0.2,0.0003,0.006237072,0.25690221786499023,0.7589021921157837,630,1.73649120926857
133120,2011,102.93854748999998,66,878.03,65,-2.00229152739048,-0.005264595785411075,0.042333984375,0.2,0.0003,0.0074266503,0.26948535442352295,0.7684471607208252,640,1.453667764365673
135168,2042,103.18643012999999,66,877.87,66,-2.011671872437,-0.0053182454023044555,0.04990234375,0.2,0.0003,0.007544933,0.21378886699676514,0.6661790609359741,650,1.72951240837574
137216,2073,103.35051653000001,66,878.0,67,-1.9835487812757493,-0.005048995651304722,0.04306640625,0.2,0.0003,0.0061579673,0.28458523750305176,1.0236469507217407,660,1.640559981763363
139264,2104,103.59451065000002,66,878.08,68,-2.0284380182623862,-0.004554401832865551,0.055224609375,0.2,0.0003,0.0068221604,0.29421061277389526,0.5761924386024475,670,1.329729937016964
141312,2134,103.90926528,66,878.17,69,-1.9764246195554733,-0.007090838230215013,0.05986328125,0.2,0.0003,0.00744853,0.21938973665237427,0.6041569709777832,680,1.7325784727931022
143360,2164,103.94273777999997,66,878.17,70,-1.9285922020673751,-0.008978501084493473,0.07861328125,0.2,0.0003,0.009041377,0.1998436450958252,0.9223373532295227,690,1.5529399171471596
145408,2195,104.25104019999998,66,878.04,71,-1.936978431046009,-0.007154387596528977,0.0548828125,0.2,0.0003,0.008431459,0.2023724913597107,0.564534068107605,700,1.3278868600726128
147456,2225,104.36053390999997,66,878.03,72,-1.9606848806142807,-0.005420854181284085,0.068798828125,0.2,0.0003,0.008828571,0.3008005619049072,0.7422599196434021,710,1.649655070900917
149504,2255,104.56947601999998,66,877.93,73,-1.9451267749071122,-0.006093386939028278,0.049072265625,0.2,0.0003,0.0082264,0.13733148574829102,0.5987992286682129,720,1.6026995912194253
151552,2285,104.97500497000001,66,878.13,74,-1.951211902499199,-0.00891320495866239,0.074072265625,0.2,0.0003,0.008684811,0.21913665533065796,0.5385575890541077,730,1.3445894837379455
153600,2315,105.17628857,66,878.26,75,-1.9189044862985611,-0.006108138174749911,0.0611328125,0.2,0.0003,0.0087280385,0.23279023170471191,0.7053576707839966,740,1.6352652043104172
155648,2345,105.38232064999998,66,878.2,76,-1.9258022710680962,-0.00792179725249298,0.06484375,0.2,0.0003,0.007059604,0.29762208461761475,0.4755164384841919,750,1.2795044250786305
157696,2375,105.76774101999999,66,878.52,77,-1.9083555310964584,-0.006003251310903579,0.040625,0.2,0.0003,0.0072462093,0.29140275716781616,0.6410118341445923,760,1.4769580215215683
159744,2404,106.00454849000002,66,878.32,78,-1.8913441255688668,-0.004693053005030379,0.04306640625,0.2,0.0003,0.006217057,0.2590487599372864,0.7328014373779297,770,1.6733719676733017
161792,2434,106.30945342999999,66,878.49,79,-1.8591150537133216,-0.004077979689463973,0.0384765625,0.2,0.0003,0.0057729306,0.20960426330566406,0.5543215274810791,780,1.5171108812093734
163840,2464,106.54966740999998,66,878.4,80,-1.8699462056159972,-0.003995476482668891,0.063525390625,0.2,0.0003,0.0074449964,0.2075122594833374,0.5781394839286804,790,1.5568045154213905
165888,2495,106.73215931,66,878.67,81,-1.8374664589762688,-0.006020432326477021,0.06865234375,0.2,0.0003,0.0067070858,0.30518680810928345,0.8437763452529907,800,1.6304485321044921
167936,2525,106.80452559999999,66,878.47,82,-1.8006180688738822,-0.004041342000709847,0.048095703125,0.2,0.0003,0.00844881,0.2614441514015198,0.8281655311584473,810,1.5801837608218192
169984,2554,107.1104704,66,878.87,83,-1.8041111513972283,-0.00434306631796062,0.069091796875,0.2,0.0003,0.008370978,0.2731536030769348,0.5088689923286438,820,1.3251350924372673
172032,2584,107.32993737000001,66,879.0,84,-1.7948248237371445,-0.007410215237177909,0.085986328125,0.2,0.0003,0.009559697,0.29123276472091675,0.6058719158172607,830,1.517568188905716
174080,2615,107.48357014999999,66,878.93,85,-1.8049688160419464,-0.007153743167873472,0.082275390625,0.2,0.0003,0.0093831625,0.3653479218482971,0.5591955184936523,840,1.4649415165185928
176128,2645,107.60579844999998,66,879.17,86,-1.8010725915431975,-0.003916182328248396,0.044921875,0.2,0.0003,0.006361611,0.25614994764328003,0.6938226222991943,850,1.525121594965458
178176,2676,107.67930994,66,879.16,87,-1.790556600689888,-0.006447627762099728,0.073974609375,0.2,0.0003,0.007774775,0.228024423122406,0.7389570474624634,860,1.7644295901060105
180224,2705,107.72256696999999,66,879.17,88,-1.7605454206466675,-0.005324184149503708,0.064501953125,0.2,0.0003,0.008193253,0.19760924577713013,0.6476106643676758,870,1.6091462641954422
182272,2736,107.87304739999999,66,879.38,89,-1.7277130782604218,-0.006150710227666422,0.083251953125,0.2,0.0003,0.009733371,0.3423440456390381,0.7387799024581909,880,1.347285269200802
184320,2765,108.03030157999997,66,879.65,90,-1.7360814079642295,-0.006757983576972037,0.0732421875,0.2,0.0003,0.010432205,0.29773402214050293,0.8007211685180664,890,1.773489275574684
186368,2795,108.17999614000001,66,879.78,91,-1.7253425166010856,-0.005329298542346805,0.058740234375,0.2,0.0003,0.0068144533,0.2834612727165222,0.733328640460968,900,1.471824476122856
188416,2827,108.41299875,66,879.53,92,-1.7395497918128968,-0.007641514478018507,0.08935546875,0.2,0.0003,0.0087008905,0.32367372512817383,0.6170005202293396,910,1.261322133243084
190464,2859,108.55242345999999,66,879.66,93,-1.760601031780243,-0.0069022733834572135,0.074658203125,0.2,0.0003,0.007992191,0.33682572841644287,0.7567131519317627,920,1.7422262743115424
192512,2889,108.69354677,66,879.91,94,-1.7434044882655144,-0.005565678479615599,0.057568359375,0.2,0.0003,0.0075586895,0.24516212940216064,0.6042674779891968,930,1.3866970241069794
194560,2919,108.92536335999999,66,879.86,95,-1.714904759824276,-0.007154028920922428,0.0724609375,0.2,0.0003,0.008445922,0.26245659589767456,0.6078976392745972,940,1.3881529882550239
196608,2948,109.04020039000001,66,879.75,96,-1.742635641992092,-0.006386228534393012,0.074267578125,0.2,0.0003,0.009119524,0.301858127117157,0.8426176309585571,950,1.7461529806256295
198656,2978,109.06576821,66,879.71,97,-1.7276246085762978,-0.005288672691676766,0.050146484375,0.2,0.0003,0.006639544,0.2689027786254883,0.7754560112953186,960,1.4657872155308724
200704,3009,109.08329220000002,66,879.64,98,-1.7167527392506599,-0.007213511952431873,0.0494140625,0.2,0.0003,0.0074882726,0.33005523681640625,0.528142511844635,970,1.4527950197458268
202752,3040,109.24024684000001,66,879.9,99,-1.7031189039349557,-0.00816270203795284,0.08984375,0.2,0.0003,0.0101667885,0.30858731269836426,0.6639980673789978,980,1.4509541399776935
204800,3072,109.21810866,66,879.74,100,-1.7326801002025605,-0.005717059783637524,0.043310546875,0.2,0.0003,0.006329906,0.41626787185668945,0.812148928642273,990,1.5049295142292975
206848,3103,109.31440327,66,879.52,101,-1.72544377297163,-0.004255037973052822,0.03857421875,0.2,0.0003,0.0056085614,0.1720237135887146,0.7222952842712402,1000,1.4769059605896473
208896,3136,109.50739326000003,66,880.01,102,-1.7325147718191147,-0.0039953042636625465,0.04599609375,0.2,0.0003,0.007276478,0.19593310356140137,0.586861252784729,1010,1.729043287038803
210944,3169,109.57828540999999,66,879.97,103,-1.716273494064808,-0.005217443406581879,0.05205078125,0.2,0.0003,0.008881258,0.27980053424835205,0.9132865071296692,1020,1.5791787192225457
212992,3201,109.72364292999998,66,880.13,104,-1.6508721336722374,-0.007685813581338153,0.0734375,0.2,0.0003,0.0077670035,0.25432759523391724,0.4334404170513153,1030,1.5470625385642052
215040,3232,109.85205594000001,66,880.11,105,-1.633957576751709,-0.008596597780706362,0.05869140625,0.2,0.0003,0.0085558975,0.3596065640449524,0.5009948015213013,1040,1.368288542330265
217088,3265,109.85065135999999,66,879.89,106,-1.613681250810623,-0.005149883992271498,0.03828125,0.2,0.0003,0.006803009,0.4336841106414795,0.7019616365432739,1050,1.5240469574928284
219136,3295,109.96586405,66,880.42,107,-1.573501382768154,-0.005842710891738534,0.072900390625,0.2,0.0003,0.008160253,0.182509183883667,0.6302666664123535,1060,1.3703173495829106
221184,3325,110.18712262999999,66,880.65,108,-1.5772859677672386,-0.008122117503080516,0.0638671875,0.2,0.0003,0.008546224,0.3798102140426636,0.5051578283309937,1070,1.3133743695914746
223232,3355,110.24252609999999,66,880.9,109,-1.6059727355837823,-0.005026115226792171,0.04091796875,0.2,0.0003,0.005170184,0.49201130867004395,0.9228167533874512,1080,1.54013651907444
225280,3386,110.35683148,66,880.94,110,-1.5814732775092124,-0.005917175963986665,0.0724609375,0.2,0.0003,0.009146787,0.30439645051956177,0.6915321350097656,1090,1.4137750148773194
227328,3416,110.47617821,66,880.88,111,-1.5971307545900344,-0.007477439258946106,0.076123046875,0.2,0.0003,0.009150591,0.21890825033187866,0.6605488061904907,1100,1.5300708085298538
229376,3446,110.57749955999999,66,880.82,112,-1.5818643659353255,-0.006411623791791499,0.060693359375,0.2,0.0003,0.007003265,0.3366546630859375,0.826022207736969,1110,1.5984802037477492
231424,3478,110.80747864000001,66,881.11,113,-1.6032994404435157,-0.006936956383287907,0.058935546875,0.2,0.0003,0.006864653,0.3134353756904602,0.6714377999305725,1120,1.5605137199163437
233472,3509,111.04314810999999,66,881.49,114,-1.6307837709784507,-0.005634036561241373,0.0556640625,0.2,0.0003,0.00769369,0.3340650796890259,0.5764313340187073,1130,1.5372152760624886
235520,3538,111.25436485999998,66,881.46,115,-1.6268974080681802,-0.004957994393771514,0.04609375,0.2,0.0003,0.0073630903,0.36896467208862305,0.7152690887451172,1140,1.7368524864315986
237568,3567,111.36508346999999,66,881.31,116,-1.625445084273815,-0.006739223629119806,0.06943359375,0.2,0.0003,0.0075076437,0.37563449144363403,0.7328405380249023,1150,1.4314646437764167
239616,3598,111.52497570999999,66,881.36,117,-1.60271318256855,-0.0063180566241499035,0.06708984375,0.2,0.0003,0.006784401,0.23260414600372314,0.6041611433029175,1160,1.5538037821650506
241664,3629,111.65584620999999,66,881.56,118,-1.6078335791826248,-0.006898112408816814,0.05732421875,0.2,0.0003,0.006246673,0.28485107421875,0.8211977481842041,1170,1.7084400698542594
243712,3659,111.59510359,66,881.36,119,-1.5921345815062522,-0.006558055384084582,0.05576171875,0.2,0.0003,0.00673425,0.3543816804885864,0.7771939039230347,1180,1.4242455653846264
245760,3689,111.68464908,66,881.24,120,-1.6051476135849954,-0.00829761108616367,0.077978515625,0.2,0.0003,0.00985263,0.40471839904785156,0.5191975831985474,1190,1.1875084072351456
247808,3719,111.69561768,66,881.32,121,-1.6244398161768914,-0.007173098891507834,0.065869140625,0.2,0.0003,0.009096031,0.3985970616340637,0.6181156039237976,1200,1.754588744044304
249856,3749,111.75255449000001,66,881.36,122,-1.6041819170117377,-0.005857742327498272,0.0541015625,0.2,0.0003,0.0065688305,0.3195125460624695,0.601867139339447,1210,1.4911453679203988
251904,3780,111.83148978000001,66,881.5,123,-1.6407868698239327,-0.005782177182845771,0.05048828125,0.2,0.0003,0.0069366796,0.42623448371887207,0.599714994430542,1220,1.3017457231879235
253952,3810,111.88941068000003,66,881.33,124,-1.654292032122612,-0.006387954106321559,0.05546875,0.2,0.0003,0.006460774,0.3044227957725525,0.6469649076461792,1230,1.6813615664839745
256000,3839,111.88123708000003,66,881.45,125,-1.5989663407206536,-0.009502817527391016,0.104052734375,0.2,0.0003,0.010173793,0.32985997200012207,0.6768301129341125,1240,1.3170973055064679
258048,3869,111.96045098999998,66,881.28,126,-1.5889447242021562,-0.009413062472594902,0.090966796875,0.2,0.0003,0.01247845,0.31513291597366333,0.5233819484710693,1250,1.2290270745754241
260096,3899,111.95671180999997,66,881.19,127,-1.5900123819708825,-0.005489235406275839,0.051318359375,0.2,0.0003,0.007689902,0.4022752642631531,0.781185507774353,1260,1.6761855855584145
262144,3930,111.96589031999999,66,881.34,128,-1.5960863262414933,-0.004182669438887387,0.0390625,0.2,0.0003,0.005958686,0.3371891975402832,0.9259217381477356,1270,1.8131199926137924
264192,3959,112.04314132999998,66,881.5,129,-1.6160354554653167,-0.003027782402932644,0.026904296875,0.2,0.0003,0.0047790394,0.3799842596054077,0.7738482356071472,1280,1.6187865488231181
266240,3990,112.10003379,66,881.38,130,-1.6540080636739731,-0.008344344183569774,0.096533203125,0.2,0.0003,0.009496873,0.4241970181465149,0.5840710401535034,1290,1.4158017210662366
268288,4020,112.17273402000001,66,881.47,131,-1.6149001523852349,-0.005394614126998931,0.057666015625,0.2,0.0003,0.0079575665,0.3273974061012268,0.6521462798118591,1300,1.615940809249878
270336,4050,112.28647186,66,881.36,132,-1.6001928821206093,-0.0067629424971528355,0.06005859375,0.2,0.0003,0.007912967,0.4185526371002197,0.6138311624526978,1310,1.4713464692234992
272384,4081,112.35182853000002,66,881.39,133,-1.596883597970009,-0.01006664705928415,0.086572265625,0.2,0.0003,0.009947604,0.40241485834121704,0.7454941272735596,1320,1.485606375336647
274432,4112,112.365694,66,881.32,134,-1.5707757145166397,-0.007406522938981652,0.07861328125,0.2,0.0003,0.010197065,0.3608360290527344,0.8853632807731628,1330,1.5588223055005073
276480,4142,112.43084035,66,881.6,135,-1.5219398617744446,-0.007570378697710112,0.07392578125,0.2,0.0003,0.0075970474,0.4591541886329651,0.865597128868103,1340,1.5592591978609562
278528,4172,112.61529346000003,66,881.76,136,-1.5699115961790084,-0.005839996138820425,0.0708984375,0.2,0.0003,0.007254202,0.4784926772117615,0.7542358636856079,1350,1.4227738469839095
280576,4201,112.64487086000001,66,881.63,137,-1.550458015501499,-0.005401039781281725,0.050927734375,0.2,0.0003,0.0076365457,0.4687507152557373,0.6526474356651306,1360,1.6010614350438117
282624,4230,112.71743524000001,66,881.76,138,-1.5364251136779785,-0.006621055700816214,0.066259765625,0.2,0.0003,0.0085128965,0.2972468137741089,0.719706118106842,1370,1.6857032120227813
284672,4260,112.83243832,66,881.62,139,-1.5480800896883011,-0.004595025628805161,0.05849609375,0.2,0.0003,0.007833599,0.37657010555267334,0.773851215839386,1380,1.6098011031746864
286720,4291,112.88112211000002,66,881.72,140,-1.5224410071969032,-0.007491367758484557,0.06875,0.2,0.0003,0.008841265,0.41491878032684326,0.7929778695106506,1390,1.8726273149251937
288768,4324,112.88220614000002,66,881.75,141,-1.4772774770855903,-0.00549157164641656,0.065576171875,0.2,0.0003,0.008443844,0.37700772285461426,0.6083378791809082,1400,1.5358247101306914
290816,4355,113.09592693999998,66,881.71,142,-1.4758988529443742,-0.006917042983695864,0.066015625,0.2,0.0003,0.009555997,0.3380489945411682,0.564775824546814,1410,1.497310285270214
292864,4385,113.19014225999997,66,881.79,143,-1.4695317983627318,-0.004527736129239202,0.07314453125,0.2,0.0003,0.008748565,0.39373868703842163,0.7226919531822205,1420,1.8402747690677643
294912,4416,113.27115187,66,881.75,144,-1.457172507047653,-0.00713755605975166,0.08671875,0.2,0.0003,0.009020513,0.19528687000274658,0.897790253162384,1430,1.5941108964383601
296960,4446,113.35654209999998,66,881.37,145,-1.4807559281587601,-0.00775145668303594,0.078466796875,0.2,0.0003,0.008286994,0.39633429050445557,0.5695069432258606,1440,1.5143453657627106
299008,4477,113.33824608999997,66,881.26,146,-1.4679248064756394,-0.005817349790595472,0.07568359375,0.2,0.0003,0.00875867,0.4135271906852722,0.6948022842407227,1450,1.5448216423392296
301056,4509,113.37317719999999,66,881.12,147,-1.456490157544613,-0.00479831054690294,0.053271484375,0.2,0.0003,0.007139763,0.39696204662323,0.5780229568481445,1460,1.2511295437812806
303104,4540,113.46707900000001,66,881.36,148,-1.4944148451089858,-0.008095833630068227,0.086669921875,0.2,0.0003,0.00961755,0.4470573663711548,0.489140123128891,1470,1.316176749020815
