time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/learning_rate,train/value_loss,train/approx_kl,train/clip_range,train/explained_variance,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/loss
61,861.3461538461538,364,79.8569373076923,22528,11,0.0003,0.7814794406294823,0.0118070375,0.2,0.08901900053024292,-2.6879524797201158,0.1064453125,-0.00921448987792246,100,0.4927583336830139
61,862.5,397,80.74122907142858,24576,12,0.0003,0.8118302881717682,0.013230875,0.2,0.155226469039917,-2.6664828777313234,0.130224609375,-0.011643551394809038,110,0.2728906273841858
61,863.3333333333334,429,81.33009813333335,26624,13,0.0003,0.7418204948306084,0.0137128215,0.2,0.06024986505508423,-2.6405349403619764,0.130517578125,-0.010597135114949197,120,0.3566426932811737
62,864.2424242424242,462,81.91707751515152,28672,14,0.0003,0.7967811048030853,0.0125386445,0.2,0.13437038660049438,-2.6237873107194902,0.125830078125,-0.011461861978750676,130,0.5123218894004822
62,864.6285714285714,495,82.25092002857143,30720,15,0.0003,0.9208787254989147,0.013628077,0.2,0.10327762365341187,-2.5852903008460997,0.118994140625,-0.008612529741367326,140,0.5696317553520203
62,864.6216216216217,528,82.50125302702702,32768,16,0.0003,0.8203837834298611,0.011267414,0.2,0.1558578610420227,-2.5516739159822466,0.125146484375,-0.009001742047257722,150,0.30955636501312256
62,865.1,560,83.126546725,34816,17,0.0003,0.8514252983033657,0.011192935,0.2,0.042821288108825684,-2.5329832911491392,0.119873046875,-0.00908037439803593,160,0.5474977493286133
62,865.5952380952381,591,83.63474345238096,36864,18,0.0003,1.095371950417757,0.008570803,0.2,0.11369466781616211,-2.5169867128133774,0.09248046875,-0.005843513453146443,170,0.44879579544067383
62,866.2045454545455,624,84.11700081818184,38912,19,0.0003,1.0254917196929454,0.013674401,0.2,0.019124984741210938,-2.469973075389862,0.14306640625,-0.010605616157408803,180,0.4825768768787384
62,867.0212765957447,658,84.65626034042553,40960,20,0.0003,0.8752892486751079,0.012177335,0.2,0.08293533325195312,-2.444919380545616,0.136376953125,-0.0059258981491439044,190,0.553462564945221
62,867.3061224489796,690,84.97077640816327,43008,21,0.0003,1.1273854784667492,0.011696607,0.2,0.08132874965667725,-2.4695611983537673,0.12626953125,-0.005238525889581069,200,0.3398382365703583
62,867.5686274509804,722,85.21219099999999,45056,22,0.0003,1.0729787580668926,0.012287553,0.2,0.03834766149520874,-2.509908825159073,0.132177734375,-0.0063524202792905275,210,0.3248368799686432
62,867.9444444444445,754,85.89544916666667,47104,23,0.0003,1.0397671982645988,0.01966856,0.2,0.08461254835128784,-2.484698700904846,0.198779296875,-0.009611074754502624,220,0.44907984137535095
62,867.9642857142857,786,86.23801267857142,49152,24,0.0003,1.2840645112097264,0.011524221,0.2,0.10444772243499756,-2.522943675518036,0.141845703125,-0.001546264422358945,230,0.7538232803344727
62,868.3448275862069,818,86.61650222413792,51200,25,0.0003,1.1397536776959896,0.01841231,0.2,-0.033550262451171875,-2.47200793325901,0.190966796875,-0.00869024412240833,240,0.5399258136749268
62,868.8196721311475,850,86.87358652459015,53248,26,0.0003,1.0973297201097012,0.01585785,0.2,0.06632554531097412,-2.4393664240837096,0.151318359375,-0.006295912672067061,250,0.5823079943656921
62,869.1111111111111,883,87.16309687301586,55296,27,0.0003,1.3909019164741039,0.014741304,0.2,0.15463393926620483,-2.4407188057899476,0.16123046875,-0.007129806402372196,260,0.7507873177528381
62,869.276923076923,915,87.54636030769231,57344,28,0.0003,1.288362093269825,0.015341427,0.2,0.18620574474334717,-2.415401190519333,0.14033203125,-0.0034365096304100006,270,0.6652307510375977
62,869.4411764705883,948,87.71750285294118,59392,29,0.0003,1.2302786149084568,0.018891856,0.2,0.036059796810150146,-2.411842954158783,0.163525390625,-0.0011117370333522559,280,0.44488850235939026
62,869.5857142857143,980,87.9197450857143,61440,30,0.0003,1.1605121225118638,0.020078186,0.2,0.11457812786102295,-2.4220210313796997,0.179150390625,-0.006095282390015199,290,0.35606318712234497
62,869.6986301369863,1013,88.2268616438356,63488,31,0.0003,1.1040975779294968,0.018156063,0.2,0.14105504751205444,-2.452222001552582,0.1806640625,-0.004853513644775376,300,0.5226283073425293
62,869.64,1044,88.34230883999999,65536,32,0.0003,1.3423001527786256,0.018381007,0.2,0.08757543563842773,-2.4494821697473528,0.1759765625,-0.004740218783263117,310,0.5889949202537537
62,870.0649350649351,1079,88.54282063636363,67584,33,0.0003,1.1153000541031362,0.014192003,0.2,0.09630823135375977,-2.4238171875476837,0.139892578125,-0.0013074493617750704,320,0.5233325958251953
62,870.1125,1113,88.824478925,69632,34,0.0003,1.0033447042107582,0.01637476,0.2,0.20010846853256226,-2.3555199652910233,0.14482421875,-0.006380137230735272,330,0.46920332312583923
62,870.3048780487804,1147,88.983746,71680,35,0.0003,1.383922528475523,0.013410421,0.2,0.09250831604003906,-2.3750306189060213,0.13134765625,-0.004535181936807931,340,0.6824157238006592
62,870.5119047619048,1180,89.29483123809523,73728,36,0.0003,1.1769187860190868,0.015263862,0.2,-0.054855942726135254,-2.352503776550293,0.1525390625,-0.006922140845563263,350,0.511462926864624
62,870.448275862069,1214,89.70476280459769,75776,37,0.0003,1.1456933252513408,0.014547301,0.2,0.024084091186523438,-2.335180479288101,0.14150390625,-0.008257808885537088,360,0.34828072786331177
62,870.8202247191011,1247,89.90934147191011,77824,38,0.0003,1.51514196023345,0.013573116,0.2,0.10231274366378784,-2.313064473867416,0.11552734375,-0.006632047233870253,370,0.7019234895706177
62,870.7692307692307,1279,90.11881643956043,79872,39,0.0003,1.0794892340898514,0.022485714,0.2,0.13954150676727295,-2.2813248932361603,0.15390625,-0.005819187068846076,380,0.38876599073410034
